dance,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.71,271,-9.541,283,658,4.59e-06,115,686,131.88,2
574,704,-4.65,318,931,281,136,338,117.086,2
0.64,895,-3.068,316,273,0.0,247,0.94,115.941,2
669,854,-5.899,431,653,0.0,288,706,120.035,2
615,358,-9.694,552,705,0.0,113,432,146.06,2
415,619,-7.624,123,946,2.75e-05,799,739,77.009,2
565,895,-5.354,0.04,194,0.0,101,592,149.919,2
586,702,-4.418,132,0.59,0.0,146,644,177.598,2
564,604,-5.055,549,287,4.74e-06,108,341,113.091,2
543,359,-6.571,302,651,0.0,981,346,109.735,2
543,359,-6.571,302,651,0.0,981,346,109.735,2
543,359,-6.571,302,651,0.0,981,346,109.735,2
638,287,-11.174,412,0.81,0.0,804,445,128.025,2
515,0.46,-11.261,436,891,0.14,874,259,140.067,2
622,221,-14.335,583,901,0.0,107,297,131.827,2
0.44,353,-20.858,522,0.99,312,108,362,181.988,2
457,64,-19.928,339,941,108,107,647,147.824,2
649,821,-6.483,313,302,141,843,661,121.938,2
495,329,-11.661,386,652,7.61e-05,606,919,72.992,2
0.71,615,-8.23,133,384,0.0,283,746,90.263,2
0.69,204,-12.427,301,932,1.73e-06,119,525,139.587,2
596,195,-11.02,264,926,0.0,139,176,82.114,2
0.66,743,-8.302,506,329,136,98,445,130.025,2
733,657,-6.843,272,13,6.73e-05,317,433,109.954,2
589,296,-9.335,83,842,0.0,736,611,165.799,2
686,377,-9.59,589,638,0.0,128,551,92.042,2
659,338,-10.367,376,842,0.0,277,495,145.877,2
732,0.83,-6.63,309,201,3.04e-05,802,871,111.664,2
522,202,-13.38,861,918,0.0,185,457,147.992,2
565,698,-8.596,295,0.54,183,124,155,120.013,2
474,408,-11.42,332,603,2.77e-05,104,238,143.881,2
543,244,-8.062,511,864,0.0,112,0.29,126.341,2
672,644,-9.063,236,795,0.0,146,549,148.135,2
515,769,-5.696,31,456,436,961,644,153.046,2
759,684,-5.751,315,269,0.0,0.13,759,107.948,2
0.62,0.21,-9.633,274,911,2.22e-06,108,163,98.558,2
497,254,-11.716,341,891,441,122,676,110.864,2
644,603,-5.83,263,306,0.0,262,516,113.413,2
0.45,254,-9.873,414,827,0.0,204,248,92.644,2
548,0.3,-12.71,298,757,9.28e-06,851,264,135.902,2
521,507,-7.007,319,162,4.43e-05,148,153,108.168,2
587,842,-6.04,268,278,0.0,163,693,97.013,2
543,324,-11.258,316,452,2.81e-05,412,181,139.883,2
742,636,-6.744,331,446,0.0,817,0.48,95.002,2
707,402,-9.773,251,677,0.0,104,313,94.99,2
0.52,308,-11.996,331,776,285,115,187,125.93,2
392,251,-9.845,363,807,0.0,797,508,204.961,2
531,296,-7.594,304,0.84,0.0,124,212,106.359,2
681,608,-8.369,339,0.62,425,136,315,123.991,2
569,861,-4.547,406,425,0.0,204,511,77.983,2
707,296,-11.633,78,283,0.0,601,0.65,88.006,2
519,646,-18.898,433,982,3.84e-06,105,395,121.696,2
608,705,-5.178,253,78,8.36e-05,179,621,111.204,2
585,734,-5.365,32,334,0.0,934,413,117.84,2
527,0.89,-5.651,665,433,0.0,118,425,102.644,2
495,0.22,-11.16,355,847,1.4e-06,957,345,126.618,2
628,424,-8.539,416,395,4.28e-06,106,157,99.696,2
639,666,-7.775,636,271,0.0,111,372,98.384,2
245,624,-5.606,368,0.11,0.0,363,462,162.586,2
387,526,-7.611,301,244,386,105,334,130.719,2
539,675,-6.987,709,188,0.0,198,719,142.041,2
487,837,-5.865,623,133,0.0,102,207,160.025,2
529,0.24,-9.066,37,938,0.0,659,487,131.266,2
666,289,-12.404,317,641,8.2e-06,109,415,109.965,2
451,318,-19.933,421,983,532,989,148,123.985,2
359,208,-10.567,36,943,0.0,931,105,83.155,2
403,237,-10.001,391,906,0.0,111,163,144.174,2
693,111,-12.356,379,937,1.47e-06,858,247,110.813,2
598,819,-2.619,911,81,0.0,218,878,158.115,2
596,0.27,-11.486,265,785,134,647,155,100.006,2
589,334,-10.08,29,832,0.0,133,208,80.036,2
735,275,-8.994,304,746,0.0,131,294,116.004,2
605,168,-11.388,496,887,0.0,0.12,398,119.836,2
612,107,-15.867,302,936,0.0,109,637,78.393,2
568,177,-11.277,374,0.93,0.0,905,354,103.822,2
451,665,-13.862,516,967,1.06e-06,109,349,64.289,2
595,477,-14.672,662,923,0.0,909,513,118.162,2
307,0.11,-15.253,388,733,6.04e-06,111,0.32,201.008,2
0.3,0.27,-14.397,371,0.9,4.47e-05,0.1,214,144.589,2
731,191,-11.359,122,735,671,131,274,149.91,2
545,745,-3.098,286,452,0.0,907,413,106.094,2
356,0.23,-16.957,519,923,801,112,0.11,129.532,2
432,796,-7.262,606,153,209,266,271,141.868,2
693,664,-5.852,336,309,0.0,223,436,132.059,2
624,334,-11.89,391,321,3.27e-06,113,397,157.92,2
423,572,-5.109,347,158,0.0,231,0.17,165.394,2
555,879,-12.141,477,968,0.0,96,428,84.174,2
496,391,-9.844,311,826,126,108,492,108.868,2
671,299,-10.582,284,753,1.71e-06,975,286,95.008,2
379,267,-8.981,293,605,322,152,229,135.198,2
499,209,-16.668,305,882,491,88,138,82.892,2
649,336,-12.053,299,0.27,0.0,137,0.47,71.967,2
746,257,-9.878,312,772,0.0,107,348,132.032,2
393,268,-6.741,385,697,0.0,0.11,225,110.456,2
629,673,-4.379,262,294,109,139,419,114.243,2
458,363,-6.473,32,892,3.79e-06,155,492,134.252,2
452,268,-9.405,311,961,2.85e-05,119,265,66.805,2
616,791,-6.246,293,599,3.97e-06,318,589,126.764,2
619,278,-7.072,267,836,0.0,121,233,129.948,2
634,176,-14.703,307,931,1.6e-06,136,335,107.974,2
549,437,-8.64,313,682,1.59e-05,224,688,153.604,2
292,339,-13.153,32,923,879,111,343,100.69,2
504,273,-21.441,415,931,1.1e-05,109,395,120.24,2
636,869,-5.095,284,129,554,272,369,124.183,2
486,913,-6.416,616,2.45e-05,289,225,334,136.073,2
396,198,-9.096,31,912,0.0,972,0.19,138.624,2
578,727,-4.872,332,304,1.99e-05,172,885,170.593,2
684,509,-7.608,334,571,0.0,402,0.69,132.297,2
623,567,-7.779,37,831,6.44e-06,104,929,129.949,2
228,574,-7.959,421,517,148,128,389,182.379,2
809,313,-12.182,428,876,0.0,112,0.35,114.955,2
482,772,-5.128,318,265,0.0,269,586,129.91,2
425,249,-12.219,355,0.87,175,124,235,123.632,2
298,44,-20.176,35,983,124,101,115,85.708,2
468,254,-11.839,303,938,442,107,242,135.862,2
507,191,-16.342,408,0.99,933,108,221,132.131,2
515,249,-10.108,44,793,0.0,102,213,108.89,2
565,0.89,-5.481,285,537,6.61e-05,213,744,119.862,2
635,433,-7.682,29,0.86,0.43,877,489,130.111,2
657,192,-13.108,365,894,0.0,157,305,130.087,2
459,0.14,-15.482,367,895,565,138,146,128.904,2
391,0.31,-8.706,268,614,3.6e-06,0.1,295,83.46,2
371,208,-13.167,462,912,0.0,105,309,199.805,2
453,461,-9.328,329,165,0.0,109,844,106.84,2
627,363,-8.127,291,279,0.0,928,301,99.905,2
706,248,-12.724,386,879,0.0,101,401,125.515,2
724,0.28,-12.788,303,755,0.0,326,527,106.966,2
535,444,-11.212,291,669,278,104,217,83.99,2
658,125,-15.901,323,877,0.0,287,507,106.686,2
711,168,-16.504,367,868,1.99e-05,114,299,109.937,2
504,415,-19.308,121,879,494,0.35,626,114.263,2
309,175,-11.816,331,913,6.15e-05,118,198,155.69,2
628,27,-13.64,485,944,6,909,203,122.007,2
0.49,674,-7.276,322,0.19,143,634,288,122.807,2
316,413,-12.216,334,856,245,143,245,155.69,2
0.47,271,-7.636,342,799,0.0,119,943,145.902,2
515,317,-10.286,283,816,0.0,973,512,79.91,2
493,435,-12.334,423,656,327,118,485,87.952,2
589,809,-5.6,283,479,0.0,116,628,87.013,2
313,321,-8.713,352,746,0.0,948,243,53.845,2
302,783,-14.968,325,956,9.88e-05,0.12,231,140.485,2
643,436,-12.245,273,724,459,0.11,422,91.485,2
482,178,-11.141,292,843,2.46e-06,0.15,298,110.128,2
539,353,-10.191,464,571,626,877,321,54.571,2
707,531,-7.21,245,855,182,175,0.49,107.994,2
707,467,-7.511,367,832,5.33e-06,114,478,110.096,2
661,342,-16.361,43,844,128,0.26,588,146.118,2
523,554,-7.596,303,749,3.29e-06,323,769,152.979,2
572,348,-13.454,294,0.44,721,235,0.34,73.304,2
554,0.4,-11.806,699,979,348,102,547,101.191,2
726,537,-8.896,114,316,0.0,707,882,96.889,2
501,672,-10.225,637,674,162,674,961,122.041,2
505,462,-5.692,271,623,0.0,113,113,139.914,2
415,713,-5.529,345,555,0.0,811,361,83.69,2
458,823,-4.268,616,382,0.0,205,422,131.638,2
474,876,-5.052,341,277,6.15e-06,0.39,607,91.948,2
444,674,-6.675,341,586,147,109,698,111.377,2
566,733,-5.302,699,83,1.55e-06,362,636,178.828,2
367,892,-3.91,133,12,268,276,799,81.928,2
258,729,-6.457,398,395,442,131,462,116.943,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
571,696,-8.688,739,0.14,0.0,973,662,155.133,2
385,114,-13.005,314,917,0.0,128,269,93.314,2
588,569,-7.721,295,303,342,101,209,101.988,2
276,289,-10.879,325,968,321,137,118,86.465,2
664,301,-8.135,296,739,0.0,103,268,115.877,2
506,0.24,-14.737,305,854,749,101,621,130.96,2
595,0.18,-11.391,298,0.89,0.0,113,261,79.922,2
644,412,-9.14,307,796,127,906,206,118.49,2
607,178,-15.471,499,737,0.0,387,422,127.956,2
0.63,342,-13.377,245,817,432,965,552,77.515,2
689,299,-9.431,301,833,0.0,115,0.52,96.825,2
473,305,-8.48,311,833,0.0,109,524,81.153,2
0.62,668,-5.719,305,88,0.0,362,183,118.013,2
751,565,-9.106,513,777,121,855,679,119.996,2
0.62,468,-9.648,268,715,3.93e-05,106,217,110.969,2
478,398,-10.124,286,222,183,826,371,159.906,2
376,702,-5.733,299,373,116,138,241,134.817,2
403,631,-5.94,356,502,3.97e-05,193,328,78.522,2
0.44,119,-12.574,318,927,1.26e-06,137,279,145.186,2
407,357,-11.659,436,775,105,0.94,253,112.207,2
385,134,-14.672,476,899,0.0,113,427,203.816,2
429,258,-12.408,317,868,888,108,897,108.796,2
609,0.76,-5.16,283,131,0.0,0.41,0.44,117.135,2
721,963,-15.973,502,945,1.03e-06,133,576,124.868,2
675,278,-9.569,343,845,0.0,114,353,123.962,2
403,0.29,-10.262,328,757,0.0,972,248,139.482,2
627,518,-7.178,286,436,0.0,128,337,95.991,2
403,925,-3.166,537,435,755,323,543,169.978,2
449,209,-14.494,896,896,0.0,156,431,93.618,2
589,867,-4.523,385,41,0.0,306,795,94.52,2
789,261,-14.396,456,803,0.0,962,491,117.961,2
663,239,-9.517,308,827,0.0,109,488,83.102,2
498,113,-16.097,333,691,287,108,296,168.383,2
586,149,-13.369,348,881,0.0,187,341,75.121,2
444,143,-11.449,302,925,6.92e-05,118,132,100.341,2
606,415,-8.317,475,695,149,174,405,137.775,2
745,436,-9.617,43,597,213,0.61,771,114.216,2
526,139,-11.316,325,879,0.0,109,203,100.852,2
614,283,-8.008,27,472,0.0,114,331,107.673,2
473,493,-6.733,302,0.84,6.57e-06,915,0.54,169.998,2
439,207,-9.573,297,608,0.0,186,264,136.514,2
665,487,-9.409,243,639,6.75e-05,91,326,94.978,2
534,0.26,-12.406,319,834,405,102,151,113.877,2
457,0.26,-7.952,406,594,0.0,346,0.38,106.756,2
0.5,611,-10.826,788,834,1.41e-05,241,894,88.372,2
448,516,-7.449,292,341,497,929,0.29,100.672,2
699,343,-6.052,296,506,0.0,0.56,383,114.021,2
564,209,-8.922,317,724,3.99e-05,107,402,109.024,2
404,577,-8.272,294,605,249,712,637,112.215,2
501,0.44,-8.167,352,818,0.0,104,311,89.881,2
461,893,-6.028,121,323,0.0,654,0.4,179.92,2
675,243,-13.392,413,797,0.0,214,707,142.87,2
505,0.31,-10.423,0.03,885,359,996,0.34,82.591,2
547,599,-8.174,301,396,409,847,571,120.054,2
589,893,-2.948,397,273,0.0,343,0.94,92.011,2
503,123,-14.312,327,868,2.56e-05,111,343,183.571,2
611,534,-8.899,744,423,0.0,145,0.38,159.985,2
0.55,408,-8.404,318,719,0.0,0.11,331,129.152,2
656,0.3,-9.905,349,0.87,0.0,956,369,120.006,2
524,566,-5.443,364,411,0.0,0.25,362,159.914,2
0.34,309,-12.98,0.05,855,903,168,153,176.899,2
598,291,-8.627,328,466,6.52e-05,0.12,0.38,123.978,2
514,319,-8.978,941,805,0.0,211,677,203.651,2
448,256,-10.17,483,875,0.0,113,174,77.272,2
441,423,-7.572,282,839,359,122,153,88.865,2
636,169,-11.191,35,887,0.0,124,467,138.236,2
445,289,-19.113,329,437,641,988,172,104.006,2
435,208,-15.75,558,647,921,147,189,69.027,2
656,349,-6.841,289,784,0.0,138,289,118.026,2
609,866,-19.163,412,912,0.0,113,411,167.892,2
448,885,-3.755,562,111,3.65e-06,476,134,178.151,2
545,255,-14.844,311,362,1.77e-05,841,831,98.088,2
626,682,-5.656,397,277,325,985,636,75.02,2
572,317,-9.108,241,705,385,528,0.38,78.009,2
368,871,-3.032,661,356,0.0,149,636,107.721,2
0.51,0.32,-10.371,392,823,193,124,425,92.385,2
0.55,334,-10.73,288,517,169,101,143,72.235,2
487,162,-11.238,106,933,829,117,0.49,82.33,2
309,349,-8.402,322,828,2.7e-06,907,192,180.075,2
0.38,468,-4.245,318,243,0.0,973,303,143.504,2
716,525,-8.733,27,647,868,893,423,96.993,2
407,222,-7.991,324,853,2.03e-06,0.11,204,123.618,2
657,0.43,-10.202,314,534,238,0.12,335,91.967,2
534,492,-8.905,261,584,1.12e-06,185,328,82.465,2
603,374,-10.875,258,256,356,127,542,135.946,2
725,746,-8.214,338,721,0.0,575,656,102.87,2
448,755,-5.719,429,28,0.0,273,575,156.045,2
595,879,-4.849,405,319,0.0,344,839,124.784,2
686,285,-10.912,291,689,0.0,129,672,103.995,2
693,367,-11.66,323,351,2.9e-05,111,286,129.879,2
0.71,402,-9.91,274,873,232,103,136,106.024,2
691,552,-9.114,264,497,589,197,685,119.931,2
642,237,-16.142,387,724,1.71e-06,574,694,137.4,2
0.48,0.77,-3.547,542,397,0.0,254,744,126.225,2
785,732,-6.177,513,59,3.74e-06,524,798,137.946,2
668,304,-9.415,354,811,0.0,826,567,112.338,2
758,406,-10.474,306,901,4.3e-05,908,383,109.984,2
0.49,749,-2.244,649,389,0.0,792,739,144.87,2
389,864,-3.218,117,362,6.31e-06,193,548,98.11,2
387,524,-9.633,493,777,5.74e-06,718,858,95.623,2
408,974,-5.501,0.15,8.77e-05,0.0,278,578,197.008,2
486,745,-14.271,599,922,0.0,104,396,145.912,2
638,329,-13.683,422,979,597,338,475,94.125,2
522,382,-6.765,31,389,0.0,133,519,169.861,2
0.49,204,-10.992,315,901,0.0,893,373,167.573,2
674,116,-13.448,375,862,0.0,979,0.21,129.976,2
778,445,-8.228,468,0.45,1.28e-06,119,502,130.01,2
259,195,-13.639,331,264,433,352,183,146.011,2
408,95,-18.102,397,948,0.0,106,357,137.546,2
663,0.26,-9.587,303,865,0.0,101,243,107.931,2
625,818,-6.296,669,516,1.13e-05,132,307,123.905,2
529,546,-23.684,364,924,428,108,517,78.451,2
0.57,468,-4.192,47,758,0.0,206,335,137.855,2
566,168,-12.483,372,812,0.0,125,238,116.286,2
598,249,-10.847,603,194,0.0,892,292,113.829,2
713,281,-11.057,379,137,258,111,397,148.301,2
547,328,-11.118,321,163,926,884,186,139.959,2
806,263,-10.43,502,787,0.0,182,868,115.854,2
548,889,-6.106,309,324,0.0,359,789,95.289,2
643,617,-4.95,41,194,0.0,989,592,82.029,2
428,813,-4.478,25,622,388,154,347,91.053,2
432,664,-4.662,302,215,0.0,0.15,294,156.216,2
366,482,-7.9,278,288,655,117,278,169.677,2
325,424,-12.733,438,341,267,0.23,494,173.352,2
0.46,195,-12.093,459,867,1.65e-05,112,384,176.119,2
613,812,-3.524,355,259,0.0,185,394,119.979,2
492,0.33,-8.967,285,266,0.0,297,109,132.005,2
0.57,454,-7.613,987,881,889,983,381,101.476,2
494,465,-6.095,27,705,0.0,693,275,132.501,2
0.74,377,-10.013,583,0.65,0.0,178,408,78.988,2
0.49,263,-9.248,462,0.92,0.0,103,361,73.834,2
465,211,-14.143,384,812,199,102,256,83.257,2
477,0.34,-11.666,319,849,488,992,261,173.86,2
411,191,-10.178,308,916,0.0,0.1,155,74.92,2
592,304,-9.833,298,564,0.0,107,307,114.72,2
439,292,-10.92,308,744,6.27e-05,987,153,82.222,2
659,0.83,-4.659,445,588,0.0,111,937,127.014,2
373,716,-7.358,313,82,239,105,374,134.764,2
236,578,-5.477,404,327,15,206,227,75.367,2
337,287,-15.051,332,898,978,0.12,393,107.031,2
462,424,-7.038,301,883,0.0,147,564,97.675,2
0.51,485,-4.432,334,612,5.08e-06,126,451,154.97,2
0.56,755,-3.923,278,286,498,243,491,147.138,2
711,483,-11.211,298,434,12,284,884,91.652,2
759,159,-13.035,453,957,472,103,329,115.945,2
0.38,396,-6.507,366,202,0.0,133,192,103.621,2
598,599,-10.265,823,326,1.49e-05,117,0.94,90.206,2
651,425,-6.002,309,879,4.54e-06,156,302,104.819,2
306,948,-2.877,989,0.64,0.0,353,903,135.76,2
469,457,-10.102,412,692,0.0,531,893,84.064,2
442,898,-4.662,613,158,4.11e-06,0.1,446,144.299,2
592,833,-16.517,835,946,791,941,205,143.243,2
698,389,-6.246,321,885,0.0,136,704,76.897,2
396,293,-10.739,367,732,116,102,199,145.556,2
559,118,-16.34,421,979,935,109,289,97.1,2
0.52,171,-14.5,423,853,0.0,174,0.23,123.565,2
231,636,-7.257,339,402,0.0,504,244,202.098,2
807,459,-19.883,481,852,6.14e-06,102,275,110.512,2
619,299,-7.744,279,846,4.99e-05,243,0.31,115.405,2
605,316,-8.924,319,869,2.87e-05,0.14,344,134.054,2
529,663,-7.036,251,368,225,107,223,96.991,2
459,0.57,-5.672,293,199,0.0,137,361,72.978,2
515,686,-17.61,401,936,129,117,0.33,113.185,2
0.46,319,-8.621,356,861,0.0,118,329,145.765,2
829,751,-4.937,645,142,14,414,0.96,129.993,2
524,852,-4.708,298,159,6.35e-06,112,635,92.748,2
626,575,-7.507,535,694,3.34e-06,114,222,119.97,2
491,304,-9.379,291,0.5,0.0,975,459,149.288,2
586,514,-6.267,269,0.56,347,122,0.27,142.021,2
653,174,-11.07,52,991,248,106,611,138.981,2
558,172,-13.379,513,874,0.0,0.1,518,90.146,2
0.45,335,-6.833,301,788,1.66e-06,115,166,125.484,2
254,349,-10.02,379,0.85,2.95e-05,234,303,170.214,2
625,285,-13.819,524,897,0.91,108,173,141.611,2
518,828,-5.725,0.04,0.03,1.33e-05,456,0.69,84.835,2
591,647,-8.34,277,67,6.57e-05,231,678,79.68,2
609,0.53,-5.465,648,0.84,2.02e-05,133,919,150.405,2
524,797,-6.611,298,567,0.0,796,766,105.901,2
0.71,646,-5.945,313,789,3.75e-06,106,615,120.028,2
578,636,-5.506,342,874,0.0,124,556,124.9,2
748,786,-7.788,641,328,0.0,0.34,917,104.833,2
399,461,-10.694,411,157,5.52e-05,116,205,96.591,2
625,0.81,-5.995,33,146,2.72e-05,135,741,104.066,2
0.64,496,-11.124,413,616,4.63e-05,183,954,116.632,2
446,142,-12.119,373,0.91,1.57e-06,943,192,115.911,2
444,771,-4.607,485,0.13,0.0,273,0.45,148.028,2
408,685,-10.773,754,0.84,133,614,905,159.831,2
658,678,-6.807,284,897,0.0,914,0.63,131.976,2
427,695,-5.378,343,487,0.0,836,368,160.142,2
549,0.78,-5.08,291,116,0.0,195,804,119.369,2
284,108,-9.352,473,674,4.65e-06,204,282,148.956,2
522,403,-10.989,358,642,605,152,621,123.196,2
719,849,-4.233,352,18,1.37e-06,379,886,120.063,2
544,911,-2.73,204,661,0.0,344,851,114.776,2
672,879,-3.693,114,629,4.09e-06,169,0.74,119.996,2
573,789,-5.435,0.05,488,965,126,332,128.077,2
495,811,-3.1,411,534,286,136,0.9,173.56,2
0.48,0.6,-8.976,398,0.24,0.0,533,944,92.545,2
0.57,427,-5.873,296,368,1.73e-05,156,186,98.995,2
0.57,427,-5.873,296,368,1.73e-05,156,186,98.995,2
612,484,-9.773,319,643,0.0,118,254,138.961,2
401,546,-5.846,319,395,5.03e-05,0.12,0.15,89.331,2
759,275,-10.707,626,0.81,0.0,177,457,73.553,2
737,391,-7.934,68,807,0.0,367,836,93.936,2
639,439,-7.157,489,872,0.0,918,0.51,133.87,2
532,667,-7.065,295,0.14,194,193,0.67,144.901,2
656,826,-3.929,323,453,3.65e-06,791,894,117.648,2
597,334,-8.559,279,0.86,0.0,123,342,134.94,2
496,0.11,-15.584,42,911,1.44e-05,829,235,145.277,2
613,346,-11.33,398,0.89,913,994,128,95.981,2
0.61,796,-5.431,656,365,0.0,274,0.51,159.944,2
0.63,367,-11.054,232,52,202,103,547,98.995,2
659,236,-12.56,304,0.84,6.32e-05,206,216,78.088,2
559,448,-4.11,275,537,1.85e-05,915,354,148.02,2
804,457,-7.845,197,0.6,0.0,0.15,552,98.035,2
637,0.46,-9.07,384,855,4.8e-05,114,345,93.955,2
795,667,-4.831,392,379,0.0,221,754,97.987,2
0.57,413,-7.034,345,535,0.0,76,278,152.032,2
565,566,-7.258,272,472,426,148,551,92.017,2
776,319,-7.496,31,791,0.0,159,501,98.016,2
328,0.53,-8.124,509,602,0.0,57,753,162.031,2
438,448,-7.676,666,706,0.0,159,366,118.37,2
546,411,-9.308,475,701,9.73e-05,955,528,79.785,2
424,253,-13.259,366,825,0.0,117,0.16,129.812,2
586,415,-7.834,276,836,6.01e-05,122,704,140.005,2
532,203,-8.524,668,829,0.0,108,543,89.646,2
735,355,-19.032,387,656,94,119,724,93.553,2
315,516,-8.112,622,859,947,115,184,188.325,2
625,776,-7.354,354,299,0.0,0.23,617,88.002,2
594,744,-10.096,304,648,305,261,778,102.344,2
414,0.42,-5.647,301,303,9.13e-06,194,376,97.136,2
615,812,-6.573,458,184,0.0,328,0.74,98.954,2
381,334,-11.36,271,202,203,411,171,102.632,2
466,0.14,-13.118,301,921,659,358,351,147.328,2
636,776,-4.765,362,662,5.47e-06,741,402,95.999,2
545,642,-7.344,279,517,1.75e-06,116,555,78.51,2
532,0.54,-6.304,346,724,376,464,765,169.826,2
615,312,-10.054,301,727,8.29e-05,256,354,135.145,2
664,0.45,-7.007,257,781,1.71e-05,311,0.26,83.987,2
466,421,-7.428,318,798,1.09e-05,717,788,146.791,2
342,731,-6.015,545,675,6.24e-05,191,665,181.81,2
583,534,-11.147,411,569,0.0,351,943,123.094,2
699,761,-7.264,103,806,115,588,706,115.048,2
645,626,-7.551,364,259,887,115,307,118.585,2
577,453,-8.77,489,395,0.0,176,0.51,132.944,2
529,936,-4.061,757,256,454,752,849,91.952,2
455,961,-4.527,824,1.09e-05,131,357,417,95.069,2
455,938,-4.316,756,22,1.21e-05,142,552,143.887,2
662,268,-7.394,358,858,0.0,0.11,394,111.594,2
486,423,-11.703,426,784,0.0,0.32,0.75,127.551,2
285,938,-5.414,795,145,273,387,286,159.017,2
673,0.85,-5.021,337,345,1.14e-05,943,793,100.008,2
753,574,-4.57,483,512,3.71e-06,141,527,89.024,2
639,496,-6.844,375,713,254,545,467,140.394,2
748,428,-7.019,314,542,0.0,994,565,115.067,2
458,815,-7.16,515,374,1.07e-05,115,362,118.226,2
483,806,-5.111,321,881,895,991,0.19,147.049,2
0.64,547,-4.129,38,676,4.95e-05,585,0.95,159.992,2
483,143,-11.535,35,958,0.0,119,342,104.932,2
512,671,-7.738,283,314,161,749,397,82.342,2
817,305,-7.73,451,874,0.0,115,0.52,148.017,2
505,835,-4.301,296,0.46,352,165,484,144.171,2
591,269,-8.554,301,911,0.0,945,246,124.441,2
474,699,-27.372,38,992,898,116,243,114.606,2
427,229,-11.564,364,935,7.37e-06,958,222,125.195,2
563,542,-10.862,962,706,3.59e-05,355,785,133.285,2
354,175,-9.779,388,781,7.63e-05,153,323,111.089,2
514,239,-14.957,101,982,954,106,338,119.998,2
285,305,-10.523,285,0.26,192,195,419,133.513,2
802,183,-17.1,403,809,0.0,109,664,91.078,2
614,517,-6.205,302,747,0.0,134,424,133.868,2
0.63,301,-6.952,288,877,0.0,0.12,395,104.959,2
543,329,-9.46,449,0.69,0.0,112,141,136.549,2
397,312,-10.504,307,772,0.0,117,141,179.605,2
686,347,-6.075,341,725,0.0,411,539,145.837,2
654,316,-18.692,41,786,563,131,697,94.485,2
747,294,-10.272,366,956,2.37e-05,104,412,119.948,2
277,291,-9.851,306,901,2.47e-05,103,175,75.119,2
0.54,674,-13.778,368,888,382,109,0.12,141.988,2
444,0.44,-11.076,391,741,"2,00E-05",102,339,76.959,2
676,762,-4.172,351,461,0.0,574,0.81,119.003,2
664,274,-11.005,425,899,0.0,354,392,75.01,2
717,436,-8.531,56,569,0.0,0.11,319,128.112,2
517,578,-7.37,293,367,1.42e-06,176,398,138.178,2
595,384,-12.114,305,682,2.37e-06,796,691,90.726,2
337,605,-7.84,277,862,31,944,424,59.327,2
746,421,-7.944,756,409,0.0,113,545,97.152,2
0.71,782,-6.276,835,684,8.66e-06,845,523,123.04,2
585,441,-9.271,311,501,534,967,591,114.091,2
673,637,-7.546,281,295,383,184,541,105.043,2
491,913,-4.526,567,1.88e-05,2.26e-06,327,0.59,89.987,2
643,407,-6.086,355,414,385,116,332,132.449,2
495,531,-6.372,582,696,0.0,165,827,155.227,2
582,541,-5.499,59,324,0.0,646,562,154.871,2
463,656,-3.078,468,845,224,0.16,798,176.907,2
0.5,764,-7.834,626,168,0.0,226,966,126.899,2
709,156,-17.424,357,924,7.77e-05,895,188,109.799,2
434,832,-9.513,716,348,3.2e-05,158,591,93.674,2
424,942,-3.338,118,25,1.14e-06,0.23,447,143.671,2
606,326,-10.031,294,841,0.0,139,414,91.626,2
488,627,-5.867,534,416,0.0,103,757,118.434,2
782,684,-5.774,398,21,0.0,125,858,108.171,2
664,263,-7.988,274,814,0.0,817,371,96.214,2
601,372,-6.148,292,835,0.0,129,444,146.086,2
652,586,-8.281,402,469,0.0,846,554,144.031,2
0.47,292,-9.899,284,904,104,889,168,66.109,2
673,658,-8.864,343,176,1.57e-05,0.08,863,97.989,2
655,587,-8.736,45,0.26,6.07e-06,953,521,91.494,2
287,245,-20.674,493,915,836,112,624,84.056,2
456,134,-11.248,364,976,2.25e-05,107,316,127.976,2
676,118,-11.443,32,935,0.0,292,517,103.948,2
0.58,188,-9.34,511,935,0.0,264,431,121.648,2
809,555,-5.689,617,481,1.46e-06,133,473,104.085,2
422,248,-8.245,0.03,0.95,1.16e-06,325,219,134.042,2
0.49,456,-9.767,447,156,0.0,825,405,154.805,2
605,396,-7.586,667,387,0.0,556,325,132.08,2
463,156,-13.416,189,0.89,0.0,115,478,180.191,2
532,928,-1.963,397,108,291,201,808,113.927,2
387,0.41,-8.124,31,608,589,102,149,117.391,2
758,206,-14.68,729,628,0.0,148,0.25,124.873,2
631,0.29,-9.159,279,857,0.0,181,398,96.593,2
545,169,-10.145,457,953,0.0,152,291,138.199,2
579,612,-5.088,266,702,195,254,623,155.921,2
524,687,-4.039,267,135,0.0,169,619,99.919,2
747,926,-11.531,308,921,0.0,112,328,77.94,2
422,119,-15.182,354,555,0.0,959,405,179.844,2
539,356,-9.749,321,764,154,127,489,73.703,2
737,238,-9.052,34,891,336,959,234,119.085,2
642,0.15,-11.316,351,832,0.0,126,0.27,104.978,2
731,485,-10.113,387,284,464,147,463,106.052,2
587,311,-8.987,307,817,0.0,863,374,113.683,2
277,198,-11.923,306,498,623,984,134,149.937,2
676,334,-10.572,508,862,0.0,0.32,867,158.0,2
