dance,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
645,638,-8.024,349,695,0.0,684,766,148.153,1
287,292,-19.285,541,968,978,0.09,346,145.703,1
619,626,-4.484,368,555,0.0,308,815,72.265,1
438,633,-9.97,107,929,0.16,855,0.86,78.673,1
376,579,-31.615,576,996,944,882,369,71.827,1
438,599,-10.558,717,882,0.0,434,819,113.872,1
434,265,-12.428,699,0.95,0.0,485,574,137.78,1
335,532,-31.646,376,994,912,621,397,65.832,1
136,164,-18.756,364,911,916,109,71,58.303,1
454,614,-10.41,302,223,1.16e-05,936,343,140.56,1
442,919,-32.452,47,984,936,873,929,79.314,1
321,248,-21.332,585,902,627,263,103,122.91,1
371,131,-23.899,422,898,925,847,656,106.872,1
371,131,-23.899,422,898,925,847,656,106.872,1
453,939,-17.53,336,989,885,102,113,89.665,1
329,13,-33.238,486,994,919,671,285,71.608,1
446,728,-7.137,124,914,156,599,407,93.686,1
375,145,-18.732,361,963,889,128,329,77.903,1
232,142,-24.701,308,996,867,133,255,95.139,1
445,278,-11.882,313,914,577,101,262,99.058,1
494,366,-21.035,292,939,831,882,613,145.047,1
296,168,-21.006,349,782,934,136,74,73.466,1
271,839,-19.049,383,903,896,822,155,102.566,1
296,168,-21.006,349,782,934,136,74,73.466,1
296,168,-21.006,349,782,934,136,74,73.466,1
871,303,-23.895,424,949,827,113,346,86.015,1
0.27,211,-20.438,363,971,868,83,103,98.917,1
85,296,-28.413,392,977,854,419,321,71.031,1
151,292,-28.677,434,985,467,105,369,94.686,1
261,443,-25.362,481,974,749,107,244,76.769,1
445,278,-11.882,313,914,577,101,262,99.058,1
656,533,-9.108,588,902,308,598,912,83.074,1
328,388,-7.756,294,455,174,111,297,82.01,1
371,281,-13.209,0.11,822,0.0,679,526,123.141,1
235,342,-13.698,375,973,476,153,612,78.555,1
538,828,-11.304,831,391,744,146,773,128.03,1
461,338,-9.458,805,632,2.57e-05,803,997,184.143,1
423,423,-7.146,539,968,3.19e-06,0.12,304,144.14,1
0.36,334,-3.706,31,864,0.0,127,365,75.986,1
179,538,-18.765,343,967,1.66e-05,355,115,90.381,1
564,168,-11.825,204,995,553,129,372,86.283,1
446,108,-22.114,311,968,981,664,245,111.943,1
515,781,-25.804,437,986,844,164,273,101.393,1
417,689,-12.614,365,913,914,366,563,96.261,1
0.49,607,-8.563,427,638,5.86e-05,128,539,159.975,1
429,568,-13.5,505,935,795,418,887,61.307,1
0.41,245,-17.29,318,957,0.0,793,585,102.378,1
289,306,-30.79,446,987,911,102,118,125.61,1
0.56,281,-6.777,818,824,0.0,229,344,102.08,1
0.47,303,-17.47,532,986,814,0.11,515,88.114,1
529,0.14,-11.906,566,982,0.0,108,666,109.548,1
325,216,-17.214,352,977,861,128,109,99.635,1
0.43,271,-10.088,673,955,0.0,293,417,169.572,1
0.32,296,-22.273,386,993,0.96,798,142,175.971,1
258,637,-4.853,323,274,0.0,111,202,89.019,1
429,258,-16.967,549,957,893,115,972,78.809,1
732,0.55,-8.711,397,809,91,914,235,132.974,1
493,262,-11.252,329,727,1.12e-05,933,532,148.401,1
441,549,-9.367,118,654,447,997,486,75.553,1
488,799,-28.028,499,983,177,118,275,105.237,1
677,446,-5.146,418,0.92,0.19,0.34,634,92.975,1
231,206,-13.593,332,965,856,0.17,136,141.628,1
503,641,-10.564,101,905,0.0,604,949,106.283,1
393,772,-3.887,408,265,0.0,331,385,119.718,1
847,856,-24.716,405,964,592,289,764,84.245,1
557,958,-18.457,542,0.99,872,145,202,112.819,1
532,941,-9.025,465,579,527,0.15,278,102.198,1
428,237,-13.764,351,987,896,849,357,79.904,1
137,311,-28.208,381,982,972,908,63,179.223,1
517,615,-10.977,581,842,36,221,756,100.016,1
456,129,-22.042,427,964,926,716,388,119.379,1
283,521,-25.091,394,993,892,105,561,70.338,1
212,147,-19.979,406,969,898,111,155,105.168,1
155,138,-20.171,406,584,829,0.3,349,132.996,1
217,272,-17.207,365,957,965,617,194,96.399,1
212,147,-19.979,406,969,898,111,155,105.168,1
328,77,-21.11,477,994,309,778,386,121.519,1
942,347,-19.716,475,987,308,104,724,172.772,1
212,147,-19.979,406,969,898,111,155,105.168,1
212,147,-19.979,406,969,898,111,155,105.168,1
402,189,-22.257,406,996,963,385,619,126.307,1
294,419,-8.63,345,955,631,168,411,108.141,1
407,575,-9.439,514,827,9.86e-05,0.18,527,135.83,1
486,391,-10.397,408,927,874,149,879,168.338,1
0.43,645,-12.105,895,736,756,592,771,97.383,1
396,708,-5.27,873,688,1.93e-05,638,589,105.094,1
0.3,464,-27.828,429,986,897,105,172,129.952,1
381,0.41,-9.075,341,576,655,114,225,172.377,1
541,489,-11.421,117,813,262,109,962,113.257,1
542,354,-11.254,557,963,375,323,757,112.684,1
352,424,-8.009,634,965,0.0,242,605,75.466,1
332,262,-16.563,347,876,0.0,164,443,104.04,1
183,274,-14.184,346,0.95,202,629,259,103.624,1
0.41,245,-17.29,318,957,0.0,793,585,102.378,1
0.32,113,-12.43,382,966,111,204,242,109.406,1
519,473,-2.501,368,853,0.0,323,857,137.511,1
606,305,-7.478,426,903,0.0,157,503,85.976,1
324,186,-28.248,476,0.99,934,105,126,85.297,1
337,227,-19.676,432,983,0.88,351,0.87,81.438,1
0.39,282,-13.524,493,891,111,124,297,155.877,1
402,493,-10.52,102,888,192,128,0.67,167.836,1
441,391,-8.883,305,902,308,105,343,79.95,1
552,0.13,-8.612,103,996,699,127,356,61.913,1
515,262,-12.95,239,978,6.9e-05,639,647,100.122,1
292,323,-16.149,419,951,125,421,599,83.159,1
652,478,-7.663,553,962,2.42e-05,703,0.83,113.691,1
702,533,-10.649,999,824,0.0,325,0.54,113.892,1
339,572,-32.309,378,986,923,103,616,72.7,1
506,713,-4.745,515,0.17,0.0,206,384,100.241,1
447,418,-15.082,427,848,2.12e-05,645,706,112.24,1
0.4,247,-18.249,423,818,0.64,119,394,162.078,1
626,453,-8.459,468,891,0.0,724,545,89.913,1
321,544,-7.179,364,293,1.11e-05,0.11,283,127.284,1
169,161,-31.034,442,986,0.86,805,573,128.143,1
863,201,-14.365,355,915,943,113,398,74.351,1
284,555,-6.558,362,942,2.35e-05,141,0.47,83.878,1
402,0.83,-10.823,399,961,531,196,752,171.774,1
376,574,-10.636,575,942,283,0.37,912,89.724,1
162,898,-23.269,354,944,917,187,413,132.047,1
216,199,-20.583,44,991,916,95,339,178.876,1
123,113,-20.961,367,972,926,752,378,79.66,1
0.14,125,-16.519,41,0.86,875,112,362,140.811,1
222,456,-20.891,385,993,964,231,882,128.691,1
201,659,-27.143,521,972,931,551,89,91.363,1
0.53,146,-15.653,917,968,318,849,503,115.543,1
549,182,-19.85,474,841,954,221,492,114.858,1
233,637,-22.57,373,918,947,118,268,135.338,1
307,532,-31.453,403,995,898,0.11,514,80.306,1
311,361,-22.436,584,992,835,688,0.56,129.37,1
415,697,-21.838,653,981,2.39e-05,118,108,120.05,1
366,289,-18.305,443,937,822,317,402,115.119,1
524,173,-10.675,155,989,3.11e-06,839,503,75.514,1
203,419,-12.363,356,913,3.73e-05,417,451,81.686,1
684,498,-9.134,341,765,0.0,355,897,96.021,1
343,208,-30.632,48,995,941,852,778,129.594,1
336,52,-25.364,283,952,955,695,366,62.748,1
454,388,-17.274,455,919,106,806,672,112.476,1
517,327,-12.574,948,0.99,214,71,694,151.747,1
212,108,-16.583,364,985,952,111,958,70.953,1
614,276,-13.025,511,838,2.55e-06,921,649,111.817,1
325,735,-26.065,506,991,929,804,213,173.798,1
384,687,-30.411,451,992,0.94,141,417,137.211,1
294,949,-22.207,365,983,913,204,144,134.184,1
349,0.18,-21.888,35,984,936,123,833,140.307,1
193,371,-35.398,408,984,937,129,146,136.13,1
382,14,-27.667,444,0.99,935,107,349,162.072,1
338,568,-27.643,374,0.99,907,149,544,152.728,1
129,209,-30.103,428,965,386,544,427,87.634,1
543,657,-22.988,401,954,761,119,579,130.447,1
449,247,-16.29,405,866,869,216,0.62,139.048,1
348,158,-27.883,407,978,976,108,961,129.514,1
348,223,-27.507,388,994,923,118,279,67.483,1
494,252,-12.272,505,983,939,114,347,99.222,1
367,175,-19.716,428,974,853,232,816,74.077,1
342,907,-25.054,415,994,935,0.43,962,112.382,1
538,733,-22.872,719,992,892,884,676,107.567,1
0.25,192,-19.978,357,988,786,439,258,83.497,1
226,201,-24.448,477,985,982,156,325,127.242,1
0.5,503,-32.576,541,991,928,956,432,125.262,1
234,112,-28.132,449,994,903,0.14,769,157.187,1
521,143,-16.338,493,971,0.0,177,721,152.807,1
506,929,-27.106,624,995,0.96,173,674,115.025,1
514,489,-23.578,275,964,949,233,453,97.303,1
676,461,-6.746,143,322,1.01e-06,358,715,87.917,2
0.42,166,-17.235,763,924,5.56e-06,101,267,77.489,2
438,359,-9.734,557,0.21,0.0,117,0.12,76.332,2
266,596,-18.515,363,905,7.07e-05,132,143,181.74,2
618,443,-9.681,526,469,0.0,829,167,119.949,2
688,481,-8.807,105,289,0.0,189,666,98.017,2
407,147,-8.822,355,857,2.89e-06,913,765,141.284,2
703,444,-9.331,417,559,0.0,973,712,150.96,2
625,414,-8.7,369,294,0.0,151,669,130.088,2
442,632,-6.77,295,426,419,735,196,78.899,2
627,363,-8.127,291,279,0.0,928,301,99.905,2
483,303,-10.058,429,694,0.0,115,139,133.406,2
489,314,-9.245,331,749,0.0,113,607,124.234,2
691,234,-6.441,285,777,0.0,0.12,209,87.103,2
755,0.78,-6.084,327,124,2.83e-05,121,387,120.004,2
489,561,-7.933,274,0.2,4.56e-05,179,238,83.457,2
706,112,-18.098,391,827,4.03e-06,125,414,110.154,2
795,841,-18.09,461,742,1.17e-05,853,609,91.803,2
625,414,-8.7,369,294,0.0,151,669,130.088,2
717,0.32,-8.393,283,0.83,0.0,107,322,107.946,2
703,444,-9.331,417,559,0.0,973,712,150.96,2
678,351,-8.654,266,747,0.0,355,569,90.032,2
407,147,-8.822,355,857,2.89e-06,913,765,141.284,2
572,454,-10.286,258,477,1.37e-05,974,515,140.182,2
796,667,-4.831,392,381,0.0,221,754,97.988,2
755,454,-9.609,352,757,0.0,236,0.33,120.06,2
0.62,309,-9.209,495,788,0.0,146,664,145.363,2
633,429,-6.784,381,444,0.0,132,0.52,143.793,2
0.62,309,-9.209,495,788,0.0,146,664,145.363,2
0.62,309,-9.209,495,788,0.0,146,664,145.363,2
0.62,309,-9.209,495,788,0.0,146,664,145.363,2
0.62,309,-9.209,495,788,0.0,146,664,145.363,2
593,455,-8.192,388,366,0.0,914,564,202.019,2
296,206,-11.799,412,782,225,959,202,165.4,2
296,206,-11.799,412,782,225,959,202,165.4,2
296,206,-11.799,412,782,225,959,202,165.4,2
409,153,-10.74,306,939,2.56e-05,108,0.18,85.262,2
501,952,-12.931,54,963,1.58e-05,915,316,138.016,2
606,326,-10.031,294,841,0.0,139,414,91.626,2
409,153,-10.74,306,939,2.56e-05,108,0.18,85.262,2
474,519,-5.291,253,281,0.0,107,326,151.832,2
568,301,-10.163,373,796,3.37e-06,118,142,88.029,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
476,666,-3.438,446,314,0.0,342,498,148.155,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
568,686,-6.635,33,0.15,1.81e-06,881,725,172.075,2
596,0.2,-10.424,305,0.91,183,884,308,107.893,2
373,914,-4.185,565,76,0.0,669,0.56,168.21,2
494,652,-5.863,314,754,256,125,298,137.018,2
447,393,-8.65,38,785,0.0,0.28,564,73.139,2
576,331,-9.389,306,894,3.44e-05,129,407,149.02,2
536,0.89,-5.222,375,78,202,131,273,121.974,2
526,333,-13.02,314,0.91,168,111,159,94.951,2
501,381,-9.448,36,687,133,119,502,80.075,2
0.27,275,-10.357,356,834,0.0,146,231,168.964,2
731,507,-6.477,46,572,0.0,912,265,117.969,2
375,457,-7.018,315,868,145,191,415,174.839,2
0.43,791,-5.419,302,726,193,0.11,217,171.864,2
616,282,-15.317,331,983,833,0.13,435,96.638,2
705,347,-8.249,301,674,0.0,0.12,0.36,80.057,2
582,255,-10.254,306,772,0.0,889,285,139.884,2
549,274,-12.565,379,798,6.63e-06,103,207,86.664,2
787,355,-11.429,288,896,201,111,0.48,99.978,2
397,303,-7.508,435,381,0.0,101,172,81.05,2
548,0.42,-7.842,277,198,4.46e-06,899,196,128.012,2
787,403,-11.989,33,603,857,131,264,118.042,2
484,573,-6.183,298,882,1.14e-06,0.15,346,139.966,2
382,416,-9.303,302,733,0.0,719,125,102.089,2
541,575,-9.463,491,677,215,102,428,91.98,2
607,473,-8.555,34,712,0.0,0.66,0.54,119.698,2
417,595,-7.84,396,158,269,101,117,147.928,2
572,454,-10.286,258,477,1.37e-05,974,515,140.182,2
709,913,-5.148,748,182,0.0,167,519,108.024,2
537,342,-13.553,273,645,266,687,253,109.236,2
602,336,-11.106,369,883,17,143,335,90.894,2
643,638,-4.947,407,204,0.0,707,0.6,82.001,2
451,0.7,-6.597,431,455,233,405,0.37,150.055,2
546,391,-10.786,63,784,2.72e-06,552,202,139.669,2
561,327,-10.835,327,902,469,111,298,161.858,2
479,541,-9.862,543,0.74,0.0,108,0.3,85.994,2
479,541,-9.862,543,0.74,0.0,108,0.3,85.994,2
436,0.4,-11.485,272,904,105,125,351,100.734,2
551,836,-3.838,524,502,2.1e-05,425,758,185.063,2
409,153,-10.74,306,939,2.56e-05,108,0.18,85.262,2
409,153,-10.74,306,939,2.56e-05,108,0.18,85.262,2
0.6,845,-7.076,311,48,0.0,0.24,392,97.631,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
447,555,-6.018,349,218,3.46e-06,124,0.33,117.888,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
492,145,-14.504,422,872,9.68e-06,107,218,90.078,2
661,937,-5.157,979,322,1.04e-06,0.19,805,105.549,2
603,0.78,-5.531,438,139,0.0,164,693,100.499,2
626,655,-6.69,263,503,0.0,0.13,542,92.003,2
794,0.38,-8.769,477,762,0.0,262,617,114.99,2
0.52,279,-10.739,547,894,105,103,951,69.642,2
545,658,-7.174,474,496,0.0,105,683,76.971,2
728,266,-7.322,293,872,1.03e-05,114,307,115.189,2
0.66,407,-8.381,571,236,0.0,109,257,133.86,2
357,161,-10.667,388,971,1.4e-05,358,325,83.449,2
479,154,-11.282,352,915,0.0,974,0.36,147.207,2
592,769,-5.268,311,319,4.66e-06,137,385,102.033,2
0.7,454,-10.39,388,0.55,22,121,0.34,80.011,2
402,197,-10.775,295,858,1.05e-06,114,148,100.044,2
507,378,-9.019,332,852,212,937,85,135.86,2
619,226,-13.453,641,959,4.42e-05,106,188,124.96,2
404,571,-5.069,303,182,2.08e-05,129,0.29,147.01,2
418,0.79,-6.599,506,284,9.96e-06,117,197,175.975,2
633,299,-7.798,353,833,0.0,109,341,147.549,2
565,392,-28.276,45,835,183,117,601,125.399,2
664,755,-19.836,389,0.91,0.0,164,575,80.004,2
585,303,-10.058,398,694,0.0,115,142,136.703,2
0.65,271,-11.081,314,794,6.9e-05,196,0.21,78.036,2
534,213,-8.64,283,884,0.0,107,998,98.385,2
456,386,-10.293,32,835,108,389,612,165.733,2
409,234,-13.711,323,338,"5,00E-05",895,145,139.832,2
502,0.53,-9.573,266,805,738,728,102,78.046,2
496,117,-12.884,301,933,0.0,126,318,78.068,2
585,724,-6.513,745,315,681,448,333,187.484,2
582,253,-11.43,259,827,2.95e-05,91,294,90.186,2
637,0.14,-11.472,407,903,0.0,107,392,139.78,2
672,623,-5.699,297,241,0.0,848,617,92.018,2
422,272,-10.772,353,496,1.07e-05,704,113,143.413,2
0.47,801,-6.426,352,758,3.53e-05,218,431,173.92,2
564,864,-5.121,341,761,0.0,182,534,95.984,2
521,495,-7.756,27,128,0.0,296,116,135.061,2
616,0.81,-6.51,668,369,0.0,107,0.79,97.994,2
615,812,-6.573,458,184,0.0,328,0.74,98.954,2
478,305,-13.062,306,675,139,169,974,108.66,2
479,541,-9.862,545,737,0.0,108,321,85.994,2
587,767,-5.713,449,225,0.0,112,664,100.38,2
514,569,-7.866,0.03,601,2.21e-06,218,264,142.597,2
646,836,-6.203,327,301,3.23e-05,0.29,727,105.991,2
0.57,711,-4.155,703,119,0.0,352,648,163.117,2
678,199,-9.785,307,957,3.23e-06,968,262,72.006,2
589,867,-4.523,385,41,0.0,306,795,94.52,2
626,926,-4.441,477,265,0.0,159,548,99.997,2
686,556,-8.5,271,532,0.0,922,0.36,112.997,2
0.56,832,-5.595,352,108,0.0,232,802,100.957,2
619,793,-5.964,661,263,0.0,828,892,177.991,2
0.56,278,-12.501,921,733,0.0,112,594,102.187,2
595,805,-7.926,543,167,1.06e-05,691,359,102.44,2
438,827,-6.531,328,512,402,319,645,143.377,2
582,375,-13.277,329,702,631,136,106,129.909,2
453,295,-12.881,291,518,11,293,0.14,146.022,2
636,625,-7.895,277,222,5.35e-05,119,342,93.931,2
639,201,-16.613,526,907,2.26e-05,124,0.4,88.107,2
0.69,423,-9.194,294,883,123,111,0.59,130.121,2
599,349,-9.269,301,819,0.0,112,444,147.913,2
519,264,-11.171,601,918,253,237,192,140.354,2
643,569,-7.459,276,544,2.17e-05,178,275,120.507,2
573,624,-9.076,324,471,117,114,529,161.025,2
654,821,-5.472,264,666,299,228,613,111.958,2
426,399,-8.447,34,761,112,118,217,115.979,2
505,0.21,-11.349,295,907,0.0,0.11,323,80.721,2
693,0.43,-9.395,442,565,0.0,928,731,151.001,2
739,287,-14.007,59,969,961,111,557,80.64,2
453,146,-8.976,343,867,3.49e-06,945,915,137.905,2
606,0.54,-6.271,339,182,144,144,249,79.952,2
595,646,-5.495,327,0.11,0.0,258,563,120.049,2
736,145,-9.215,336,855,0.0,108,235,129.832,2
479,126,-13.974,303,966,0.0,113,279,96.327,2
583,786,-3.142,301,208,0.0,188,573,123.055,2
549,291,-13.457,388,858,846,129,376,75.153,2
418,489,-8.373,323,287,288,0.42,398,72.891,2
498,0.12,-17.721,487,851,0.0,171,338,121.187,2
769,135,-12.049,61,986,905,106,471,103.939,2
434,469,-7.849,265,0.52,328,108,568,136.282,2
452,198,-9.374,335,931,2.24e-06,0.1,217,119.499,2
544,0.5,-8.253,26,325,3.78e-06,109,177,93.621,2
662,187,-9.003,268,969,273,922,233,104.988,2
497,0.13,-15.571,436,841,0.0,111,179,130.769,2
528,291,-9.696,401,914,0.0,121,355,76.805,2
461,522,-7.513,43,0.36,0.0,123,446,157.768,2
483,506,-6.058,347,394,0.0,946,705,87.337,2
392,423,-7.813,348,0.27,0.0,117,288,113.537,2
0.42,0.2,-18.827,492,929,0.49,758,164,87.248,2
657,716,-5.675,301,14,0.0,483,435,93.924,2
495,185,-13.824,288,692,403,109,196,101.89,2
0.55,499,-9.502,338,472,2.26e-06,798,144,86.966,2
534,359,-9.311,296,449,1.2e-05,331,267,131.804,2
378,0.52,-10.965,382,777,888,979,357,73.744,2
606,349,-13.967,319,764,306,112,156,80.071,2
486,555,-9.466,271,818,269,109,992,77.987,2
577,446,-11.343,313,554,782,116,262,81.005,2
0.59,407,-9.079,361,861,9.95e-06,94,276,145.852,2
538,315,-10.057,291,0.96,596,979,0.4,91.921,2
447,158,-7.571,36,872,1.58e-06,816,142,140.942,2
401,0.58,-6.86,541,906,217,134,526,173.277,2
502,311,-13.421,285,617,4.32e-05,129,0.4,107.612,2
678,612,-9.764,339,0.1,316,164,857,118.381,2
0.65,406,-13.492,761,568,0.0,484,862,79.642,2
649,399,-7.894,256,184,108,113,342,97.498,2
523,445,-6.359,329,188,0.0,0.18,336,78.957,2
538,162,-13.31,299,847,0.0,114,366,94.981,2
519,429,-7.707,317,658,0.0,111,396,129.491,2
585,103,-12.682,309,801,0.0,126,179,133.057,2
578,763,-4.824,998,916,2.8e-06,743,394,96.808,2
223,891,-3.626,138,325,0.0,287,333,159.888,2
382,157,-16.157,361,878,473,112,224,136.11,2
642,374,-10.606,32,423,1.54e-06,435,979,129.863,2
436,239,-12.83,282,861,8.48e-05,902,137,73.761,2
702,326,-6.638,272,705,0.0,168,628,79.904,2
593,292,-12.755,364,828,0.0,174,375,111.121,2
285,186,-12.729,288,0.76,7.3e-05,104,203,153.848,2
636,625,-7.895,277,222,5.35e-05,119,342,93.931,2
698,285,-7.632,553,927,0.0,883,0.53,135.027,2
601,439,-7.589,269,642,0.0,942,275,99.976,2
332,298,-14.174,569,875,784,114,243,83.555,2
386,452,-7.715,278,417,0.0,881,287,169.837,2
0.62,668,-5.719,305,88,0.0,362,183,118.013,2
394,281,-11.12,414,826,0.0,854,485,90.044,2
0.59,552,-10.496,407,654,359,128,635,155.101,2
539,717,-7.385,31,298,111,125,212,117.973,2
543,138,-14.331,531,791,0.0,185,0.3,115.65,2
0.62,547,-6.772,248,112,0.0,0.19,208,98.032,2
761,311,-10.597,692,647,0.0,0.15,553,109.891,2
674,122,-17.963,427,882,0.0,139,339,130.014,2
429,358,-9.076,346,614,0.0,875,187,134.279,2
456,101,-11.75,38,876,1.74e-06,776,155,139.896,2
647,567,-8.971,328,318,0.0,133,374,125.871,2
322,213,-14.915,318,611,0.0,113,0.16,160.389,2
482,381,-13.93,311,455,295,114,0.42,81.712,2
393,207,-11.865,392,877,0.0,104,262,163.99,2
423,207,-8.811,289,887,0.0,948,209,149.664,2
522,152,-14.996,303,788,2.37e-05,148,133,144.055,2
547,313,-7.982,315,612,7.97e-06,111,261,133.737,2
504,321,-13.807,316,149,107,147,577,170.134,2
466,161,-14.498,492,979,238,231,171,139.167,2
619,0.28,-10.238,317,0.73,0.0,103,292,129.948,2
596,429,-10.16,377,775,107,962,229,148.086,2
645,169,-15.744,317,844,19,109,178,167.826,2
522,256,-11.216,258,0.86,806,142,0.13,76.349,2
681,168,-13.397,291,793,134,109,0.29,128.615,2
736,364,-5.966,349,741,0.0,932,371,110.023,2
451,528,-6.984,364,366,0.0,811,527,139.28,2
371,674,-3.72,488,169,0.0,889,0.92,87.603,2
731,572,-7.889,445,105,12,133,947,154.038,2
0.69,334,-5.626,66,947,0.0,895,0.8,74.721,2
594,307,-13.062,249,796,414,0.15,0.24,94.026,2
608,917,-5.341,601,236,0.0,0.13,936,117.875,2
687,494,-9.421,505,324,5.5e-05,867,621,93.269,2
687,494,-9.421,505,324,5.5e-05,867,621,93.269,2
652,0.15,-12.699,363,923,0.0,102,361,104.018,2
765,241,-8.865,373,873,0.0,111,182,123.95,2
589,249,-10.086,329,717,0.0,106,363,150.096,2
588,604,-7.602,24,343,6.86e-05,252,351,92.02,2
735,203,-13.237,539,854,164,105,479,113.913,2
655,147,-14.409,371,0.88,0.0,266,328,116.103,2
363,819,-3.128,634,591,0.0,988,468,122.527,2
473,263,-8.609,33,814,0.0,142,315,87.145,2
676,768,-5.695,294,149,147,345,493,105.999,2
0.41,221,-11.673,315,768,0.0,106,228,139.529,2
439,217,-13.166,413,933,0.0,126,373,144.413,2
582,347,-14.769,305,317,678,111,797,97.957,2
426,127,-13.287,648,863,4.3e-06,993,149,62.535,2
696,261,-12.107,361,737,1.24e-05,0.11,361,136.053,2
549,0.24,-7.778,338,947,0.0,106,167,119.58,2
541,192,-13.995,282,893,0.0,193,317,139.938,2
662,711,-4.924,279,686,1.17e-05,85,352,119.989,2
665,185,-13.852,381,913,0.0,334,458,82.474,2
591,175,-12.959,38,927,0.0,133,352,139.902,2
489,183,-14.769,33,907,3.95e-05,106,486,79.961,2
618,83,-23.665,57,745,123,146,597,90.865,2
664,319,-8.149,271,862,0.0,121,258,105.036,2
408,266,-12.9,404,875,498,104,0.35,143.651,2
623,132,-13.668,35,893,0.0,217,266,82.105,2
494,214,-11.041,363,0.92,1.07e-05,107,0.35,125.981,2
374,183,-13.225,281,897,387,109,134,82.042,2
559,455,-8.937,306,421,2.08e-06,103,396,159.985,2
642,408,-8.168,396,729,0.0,185,411,119.81,2
0.48,618,-7.335,501,844,8.93e-05,325,344,82.051,2
271,937,-15.035,367,939,0.0,108,147,164.721,2
594,695,-8.872,259,0.19,3.58e-06,119,172,104.977,2
574,344,-8.995,345,421,0.0,804,987,147.924,2
647,298,-7.91,311,861,0.0,0.12,0.31,106.244,2
486,399,-21.56,405,953,8.74e-06,115,155,95.066,2
734,423,-24.831,583,916,0.0,108,0.14,123.905,2
711,231,-13.033,346,832,115,105,186,125.062,2
629,174,-9.697,141,616,0.0,118,305,134.295,2
615,406,-12.619,358,541,1.67e-05,982,541,166.035,2
503,357,-9.36,272,727,0.0,128,438,136.135,2
0.45,183,-9.003,309,762,3.41e-06,0.11,219,61.192,2
525,461,-9.489,878,775,2.14e-06,362,202,147.997,2
555,934,-5.04,113,268,0.0,122,422,144.874,2
678,363,-10.9,318,872,101,798,543,75.004,2
555,452,-9.636,554,694,0.0,595,321,179.921,2
586,396,-9.953,319,896,543,992,0.16,142.591,2
588,142,-15.196,329,863,162,953,288,119.656,2
724,652,-6.869,247,0.46,142,101,0.75,106.911,2
567,224,-10.024,299,887,0.0,109,0.2,124.44,2
544,839,-8.991,568,784,0.0,341,967,87.609,2
555,0.68,-8.358,323,126,906,506,903,84.518,2
0.69,306,-9.193,356,805,0.0,968,424,115.671,2
513,317,-17.036,363,365,3,118,177,84.853,2
494,152,-9.843,313,947,0.0,123,304,134.178,2
634,267,-7.396,44,841,0.0,0.11,391,143.514,2
694,471,-8.62,281,411,0.0,233,466,95.003,2
643,0.11,-14.28,294,876,1.38e-05,112,152,101.995,2
422,0.41,-14.151,467,855,0.0,104,354,83.952,2
543,288,-8.608,258,667,0.0,113,293,95.435,2
332,282,-7.257,44,825,0.0,104,234,187.057,2
0.43,121,-15.148,404,908,0.0,161,461,91.211,2
432,197,-9.251,414,0.87,0.0,0.11,348,163.985,2
592,769,-5.268,311,319,4.66e-06,137,385,102.033,2
733,297,-14.452,359,935,2.75e-06,108,766,103.953,2
394,249,-10.484,396,927,0.0,115,329,79.549,2
0.41,234,-15.236,421,798,304,108,0.19,93.72,2
0.48,158,-15.239,807,809,886,117,498,86.107,2
255,625,-8.31,323,0.63,211,976,191,84.611,2
524,328,-10.001,403,817,0.0,118,599,99.941,2
464,653,-7.514,101,199,0.0,979,416,162.196,2
659,331,-8.987,321,809,0.0,996,877,105.01,2
592,0.49,-8.508,263,395,0.0,333,437,99.994,2
467,851,-4.203,526,353,0.0,0.33,644,93.873,2
564,391,-7.655,311,478,0.0,127,101,130.03,2
498,384,-10.752,976,818,937,0.13,0.25,79.856,2
386,428,-9.949,295,951,882,162,0.73,172.311,2
702,259,-9.73,403,878,5.34e-06,108,246,120.102,2
747,265,-14.141,354,745,169,0.11,0.2,138.017,2
522,498,-7.247,257,758,1.51e-06,0.25,221,145.908,2
715,438,-6.147,373,353,1.75e-06,108,447,81.07,2
642,374,-10.606,32,423,1.54e-06,435,979,129.863,2
354,415,-6.578,289,797,0.0,107,421,175.537,2
447,158,-7.571,36,872,1.58e-06,816,142,140.942,2
687,748,-4.54,785,0.24,0.0,373,872,88.944,2
588,914,-7.442,341,832,856,103,971,128.553,2
456,205,-8.437,313,0.92,11,149,161,117.663,2
512,248,-10.359,275,0.75,2.96e-05,114,158,109.692,2
582,282,-9.229,316,793,2.01e-06,744,278,118.019,2
568,0.18,-11.707,284,758,6.17e-05,111,228,112.033,2
