dance,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
513,296,7,-15.81,496,0.99,803,158,804,84.367,4,2
138,173,7,-17.603,371,955,928,161,159,100.657,4,2
158,972,6,-32.888,463,949,137,955,572,138.062,3,2
522,215,11,-21.148,655,992,912,971,934,103.767,4,2
343,243,11,-15.404,578,943,0.0,532,417,73.48,4,2
323,204,10,-23.955,322,985,891,693,292,110.262,4,2
476,391,4,-11.603,455,931,678,367,681,95.44,4,2
222,169,11,-22.07,492,993,925,965,428,58.948,4,2
392,135,9,-27.178,534,994,871,867,537,129.774,4,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
579,276,1,-17.433,446,958,202,551,715,95.222,4,2
334,699,7,-19.734,56,986,853,108,595,134.081,4,2
212,299,0,-41.531,413,991,941,643,839,140.353,4,2
499,327,1,-16.66,382,937,161,131,0.43,134.882,3,2
358,201,3,-24.341,464,957,886,983,201,140.081,4,2
129,169,7,-19.892,408,916,942,124,541,52.153,3,2
169,49,2,-23.409,385,956,17,0.15,799,136.065,4,2
145,135,7,-16.841,429,978,971,323,535,77.975,3,2
513,296,7,-15.81,496,0.99,803,158,804,84.367,4,2
579,276,1,-17.433,446,958,202,551,715,95.222,4,2
138,173,7,-17.603,371,955,928,161,159,100.657,4,2
499,327,1,-16.66,382,937,161,131,0.43,134.882,3,2
635,486,11,-11.857,698,707,854,422,343,130.088,4,2
677,0.38,3,-14.241,324,937,571,112,525,102.036,4,2
315,0.22,9,-21.343,514,987,943,802,116,145.195,4,2
603,743,9,-7.013,553,728,4.22e-05,103,341,100.021,4,2
191,536,8,-12.125,46,969,339,0.14,608,77.224,4,2
612,518,4,-8.888,0.19,639,8.47e-05,817,527,159.894,4,2
642,562,9,-9.304,607,584,0.0,104,671,149.82,4,2
662,681,11,-10.138,477,284,148,769,414,99.986,4,2
0.4,148,0,-12.625,341,0.95,0.0,132,486,70.628,4,2
248,0.42,9,-11.747,274,587,473,108,218,84.013,3,2
677,351,2,-16.101,509,838,0.0,978,706,117.443,4,2
0.42,666,3,-9.957,77,818,123,377,653,99.91,4,2
0.32,501,1,-33.366,455,993,919,618,383,68.947,5,2
605,408,7,-7.678,495,955,0.0,419,798,85.498,3,2
124,798,11,-26.94,464,818,934,101,376,97.295,4,2
144,231,9,-24.877,414,604,401,118,108,139.798,4,2
434,162,5,-17.945,452,846,138,108,159,147.626,4,2
513,287,10,-19.716,472,976,247,991,265,100.492,4,2
323,146,2,-30.952,53,995,919,692,0.19,124.998,4,2
222,116,5,-23.212,363,844,823,0.69,313,175.723,3,2
115,484,7,-28.233,509,885,112,159,386,175.598,4,2
305,402,2,-36.333,469,995,921,773,0.16,166.509,1,2
303,313,2,-21.266,486,988,0.85,484,586,135.547,4,2
0.29,137,4,-19.495,381,991,926,126,189,127.17,3,2
401,448,7,-22.262,552,918,759,682,695,110.936,4,2
374,366,0,-24.258,617,722,897,0.12,294,147.865,4,2
369,898,7,-22.042,572,987,744,224,77,167.655,4,2
348,111,5,-19.65,455,982,861,874,985,136.303,3,2
325,156,7,-19.344,354,956,881,881,107,142.451,4,2
344,258,2,-34.634,392,637,322,845,355,116.868,4,2
146,241,1,-40.843,434,995,945,113,973,166.462,3,2
283,139,5,-18.546,476,931,841,0.54,334,158.524,1,2
707,261,5,-14.57,559,994,904,724,576,117.466,4,2
519,185,0,-19.579,452,972,3.55e-05,705,704,119.371,4,2
367,302,0,-16.454,414,846,679,729,356,105.35,4,2
0.39,248,2,-14.52,411,986,0.92,104,0.15,94.64,4,2
707,261,5,-14.57,559,994,904,724,576,117.466,4,2
0.39,248,2,-14.52,411,986,0.92,104,0.15,94.64,4,2
241,17,6,-29.271,432,993,883,548,875,72.821,4,2
615,194,4,-20.573,393,973,808,0.12,589,75.981,4,2
585,309,4,-12.274,945,992,918,558,578,134.927,4,2
285,464,3,-38.222,435,995,844,582,216,72.32,3,2
411,692,6,-30.268,512,994,882,538,0.17,101.663,4,2
242,296,5,-28.611,401,993,902,751,438,70.249,4,2
523,224,10,-19.966,403,771,984,518,961,110.157,4,2
416,701,6,-31.421,558,995,952,78,234,72.341,4,2
433,73,2,-29.13,493,994,863,829,424,152.601,4,2
0.45,485,2,-31.079,38,972,911,172,316,126.978,4,2
397,213,6,-19.174,303,597,596,196,506,107.562,3,2
277,113,4,-38.384,285,769,268,321,725,102.532,4,2
547,0.62,11,-8.601,62,408,2,996,0.2,83.997,4,2
0.63,414,9,-9.888,291,615,329,162,394,100.946,4,2
0.57,703,7,-5.51,486,313,5.92e-06,556,598,172.025,4,2
327,279,8,-10.318,291,928,144,0.12,0.15,69.66,5,2
358,233,5,-10.632,305,884,2.8e-06,838,167,82.938,3,2
701,559,7,-12.297,537,752,77,935,542,112.99,4,2
499,215,11,-17.369,31,898,913,989,0.74,132.383,4,2
105,154,1,-14.355,334,946,895,683,756,71.0,4,2
568,396,8,-13.921,29,738,159,116,578,136.489,4,2
347,499,10,-7.596,344,756,0.0,183,345,133.872,4,2
168,306,5,-9.298,331,828,3.92e-06,969,131,77.89,4,2
105,154,1,-14.355,334,946,895,683,756,71.0,4,2
457,224,9,-19.476,344,715,1.2e-06,224,0.48,80.845,4,2
105,154,1,-14.355,334,946,895,683,756,71.0,4,2
347,499,10,-7.596,344,756,0.0,183,345,133.872,4,2
168,306,5,-9.298,331,828,3.92e-06,969,131,77.89,4,2
168,306,5,-9.298,331,828,3.92e-06,969,131,77.89,4,2
548,412,5,-10.248,333,807,934,127,325,79.512,4,2
541,321,5,-14.418,329,714,345,101,549,133.537,4,2
448,609,7,-38.376,184,994,936,749,201,76.323,4,2
382,982,10,-20.443,501,991,884,955,156,70.881,4,2
365,196,3,-14.108,349,904,968,831,588,77.88,4,2
365,196,3,-14.108,349,904,968,831,588,77.88,4,2
918,325,8,-26.707,494,995,864,109,393,68.958,1,2
461,214,7,-34.268,526,996,945,818,234,84.3,3,2
277,113,4,-38.384,285,769,268,321,725,102.532,4,2
334,168,11,-22.454,457,0.99,753,349,496,132.362,3,2
344,0.18,4,-22.637,396,993,931,279,527,140.086,4,2
615,194,4,-20.573,393,973,808,0.12,589,75.981,4,2
207,144,7,-26.105,39,994,866,0.33,358,155.492,3,2
433,73,2,-29.13,493,994,863,829,424,152.601,4,2
232,184,7,-20.299,452,917,916,126,254,89.624,3,2
372,252,7,-21.368,508,995,851,104,194,93.599,3,2
585,309,4,-12.274,945,992,918,558,578,134.927,4,2
378,379,10,-16.888,136,961,835,682,347,135.92,3,2
0.45,485,2,-31.079,38,972,911,172,316,126.978,4,2
506,336,10,-28.894,42,959,146,727,386,116.049,4,2
277,113,4,-38.384,285,769,268,321,725,102.532,4,2
204,527,7,-38.286,389,938,932,104,496,94.47,3,2
344,196,0,-21.548,608,888,757,928,214,134.361,4,2
528,29,11,-33.589,362,966,316,329,239,129.514,4,2
0.45,485,2,-31.079,38,972,911,172,316,126.978,4,2
0.45,485,2,-31.079,38,972,911,172,316,126.978,4,2
615,194,4,-20.573,393,973,808,0.12,589,75.981,4,2
433,73,2,-29.13,493,994,863,829,424,152.601,4,2
0.45,485,2,-31.079,38,972,911,172,316,126.978,4,2
198,189,2,-17.582,373,0.97,871,512,235,183.664,3,2
596,148,4,-23.21,374,965,921,983,488,74.423,4,2
506,336,10,-28.894,42,959,146,727,386,116.049,4,2
0.15,701,2,-21.872,456,0.91,852,77,903,181.584,3,2
273,0.08,1,-13.988,422,986,253,628,184,88.252,4,2
682,392,11,-11.303,498,452,9.85e-05,276,0.62,143.791,4,2
0.54,438,9,-8.409,765,815,0.0,388,777,89.848,1,2
105,154,1,-14.355,334,946,895,683,756,71.0,4,2
213,159,7,-13.897,366,715,914,101,373,143.35,4,2
213,656,7,-24.81,467,992,969,699,384,65.023,3,2
797,415,5,-14.557,514,881,0.0,873,965,113.42,3,2
412,313,10,-25.323,454,991,899,735,387,126.359,4,2
414,0.17,0,-13.479,317,761,728,143,455,146.763,3,2
297,409,1,-31.314,426,995,918,896,449,68.863,5,2
377,115,9,-17.089,529,986,69,988,264,109.99,4,2
288,186,3,-19.017,628,965,971,126,673,67.37,4,2
414,165,2,-14.443,405,989,464,227,417,120.216,4,2
401,302,7,-10.229,344,984,1.39e-05,334,497,127.555,4,2
511,256,2,-12.872,535,978,144,588,804,89.321,3,2
167,138,6,-26.922,355,0.99,887,0.1,483,67.109,4,2
534,263,2,-11.757,472,971,247,105,241,122.477,4,2
419,213,9,-23.095,357,961,899,237,0.36,97.708,3,2
373,108,10,-33.756,326,975,961,982,143,133.496,3,2
103,379,0,-27.05,482,985,202,102,326,85.961,3,2
428,119,4,-24.668,374,952,416,429,248,79.497,4,2
345,236,2,-21.922,401,989,952,228,0.38,135.677,4,2
215,184,2,-15.551,485,957,881,124,949,83.917,4,2
376,129,6,-23.677,397,993,899,142,561,56.596,4,2
375,318,0,-23.633,576,993,835,149,0.25,89.556,4,2
128,152,6,-30.53,374,995,913,744,803,67.291,4,2
289,139,3,-21.256,355,991,923,161,226,94.938,4,2
321,0.26,0,-22.783,422,977,938,148,275,88.565,4,2
345,147,10,-20.149,407,907,799,671,0.13,105.862,4,2
357,147,5,-22.524,479,985,447,584,0.11,107.869,1,2
267,174,6,-23.822,362,953,667,105,144,92.548,1,2
303,347,0,-24.555,419,994,899,789,834,80.939,4,2
318,543,8,-24.681,385,991,932,111,388,67.716,3,2
351,394,2,-22.557,462,994,895,175,381,134.199,4,2
169,413,3,-27.419,474,994,958,0.12,431,90.832,3,2
258,478,4,-26.069,505,993,902,113,859,65.37,3,2
331,0.23,2,-21.548,356,978,0.88,359,189,82.51,3,2
132,447,4,-20.733,401,983,925,0.13,388,89.704,4,2
204,281,5,-27.284,445,985,233,114,984,97.274,4,2
918,325,8,-26.707,494,995,864,109,393,68.958,1,2
827,134,5,-31.089,52,992,961,66,606,81.694,5,2
0.23,144,7,-21.34,408,0.94,869,395,229,142.163,4,2
398,996,3,-22.223,345,0.98,933,101,196,67.256,3,2
471,519,9,-16.87,408,993,976,863,336,72.931,4,2
412,357,2,-11.694,262,932,368,296,393,99.305,4,2
406,42,11,-19.736,546,934,691,192,197,94.292,4,2
451,0.17,6,-20.091,349,959,423,106,534,101.571,4,2
365,196,3,-14.108,349,904,968,831,588,77.88,4,2
434,262,1,-12.874,286,959,0.6,141,256,103.015,4,2
412,357,2,-11.694,262,932,368,296,393,99.305,4,2
0.64,494,0,-8.186,592,0.96,0.0,706,668,116.006,3,2
406,151,5,-35.799,651,996,917,946,281,134.251,5,2
497,428,5,-38.446,633,996,956,745,331,129.456,5,2
353,0.09,3,-22.722,373,995,895,996,126,73.523,4,2
337,837,8,-23.699,332,993,934,103,678,78.505,4,2
445,34,10,-32.774,448,991,976,113,329,76.042,4,2
369,283,5,-32.145,369,995,869,144,644,109.738,5,2
548,286,3,-25.688,565,996,917,108,137,76.971,1,2
396,248,4,-36.836,501,993,872,736,684,68.284,4,2
482,749,0,-25.391,426,994,836,118,0.2,70.276,3,2
454,107,0,-33.316,449,995,881,104,156,84.197,4,2
438,116,10,-21.333,545,994,898,983,541,80.724,5,2
355,168,4,-30.47,436,994,918,109,0.11,65.877,4,2
419,213,9,-23.095,357,961,899,237,0.36,97.708,3,2
294,623,10,-31.21,414,995,869,116,649,76.249,4,2
0.29,219,11,-22.958,362,0.96,612,514,635,139.681,4,2
441,391,10,-26.867,409,993,897,111,508,132.385,3,2
478,0.34,9,-17.711,491,882,784,678,563,106.376,4,2
476,186,8,-18.485,487,994,781,116,246,130.197,3,2
316,108,1,-20.37,416,994,898,957,615,84.996,4,2
424,261,5,-20.513,487,993,821,139,283,104.437,4,2
345,236,2,-21.922,401,989,952,228,0.38,135.677,4,2
345,24,5,-31.974,346,994,912,112,0.12,66.09,5,2
0.49,159,2,-24.625,111,905,296,119,294,47.78,4,2
175,869,2,-20.248,427,955,251,783,345,78.113,4,2
295,195,5,-22.43,457,994,916,205,496,131.893,5,2
376,129,6,-23.677,397,993,899,142,561,56.596,4,2
482,198,3,-23.52,561,995,808,152,755,153.773,1,2
689,766,10,-22.061,73,996,812,128,675,108.932,5,2
545,258,5,-35.331,348,989,901,143,321,59.504,5,2
445,316,1,-24.615,531,994,891,0.13,0.13,67.165,3,2
435,158,7,-20.203,368,995,876,152,211,59.74,3,2
409,964,10,-28.0,373,993,0.87,124,379,101.231,4,2
506,851,10,-21.881,525,995,872,0.13,128,123.424,4,2
555,153,8,-18.813,373,995,867,207,531,100.588,1,2
341,146,10,-21.088,324,994,901,149,343,79.824,4,2
331,0.23,2,-21.548,356,978,0.88,359,189,82.51,3,2
202,329,5,-26.269,453,968,569,842,374,72.341,4,2
372,278,8,-16.882,37,985,921,164,912,89.032,1,2
451,0.17,6,-20.091,349,959,423,106,534,101.571,4,2
0.23,144,7,-21.34,408,0.94,869,395,229,142.163,4,2
416,211,8,-18.044,537,994,828,114,0.28,149.94,4,2
379,237,5,-18.265,47,993,887,144,477,116.093,4,2
183,699,11,-30.087,39,952,965,124,728,134.455,3,2
434,262,1,-12.874,286,959,0.6,141,256,103.015,4,2
458,314,2,-11.769,263,913,968,0.15,382,99.377,4,2
0.48,578,3,-24.979,321,889,1.33e-06,258,353,102.494,4,2
451,0.17,6,-20.091,349,959,423,106,534,101.571,4,2
434,262,1,-12.874,286,959,0.6,141,256,103.015,4,2
677,176,0,-18.382,674,924,681,138,862,114.04,4,2
0.67,378,4,-6.312,311,835,0.0,999,479,102.968,4,2
268,108,2,-12.058,353,983,0.0,115,331,82.176,4,2
381,628,0,-6.933,505,0.18,0.0,208,516,77.361,4,2
304,902,10,-32.824,489,903,907,111,318,114.487,4,2
351,481,11,-2.719,485,697,0.0,327,777,199.258,4,2
553,413,3,-8.172,425,949,0.0,846,597,102.769,4,2
0.72,309,7,-7.625,333,936,0.0,132,669,96.695,5,2
576,671,2,-7.691,623,537,0.0,158,474,116.122,4,2
284,426,9,-12.29,385,984,659,216,665,76.365,4,2
457,428,1,-8.613,357,0.72,0.0,988,219,82.997,4,2
469,477,11,-9.399,401,995,0.89,0.41,0.6,84.425,4,2
415,0.36,4,-10.582,226,993,0.82,195,604,82.374,4,2
191,582,8,-25.398,578,961,0.89,941,454,132.614,1,2
475,503,1,-10.5,365,823,0.0,523,675,111.938,4,2
683,264,5,-9.791,336,899,0.0,141,549,101.052,4,2
375,0.24,9,-5.916,333,0.98,0.0,971,311,94.66,3,2
253,0.21,5,-10.948,373,947,7.09e-05,348,0.42,123.851,4,2
747,567,4,-8.188,436,545,0.0,163,453,107.021,4,2
0.34,465,0,-11.631,453,718,652,142,686,97.54,3,2
524,636,0,-7.238,34,782,535,662,827,153.114,4,2
564,296,6,-18.489,179,0.99,883,492,931,109.566,4,2
465,0.71,3,-10.862,821,271,509,874,749,102.876,4,2
225,117,4,-24.971,488,968,867,103,275,160.017,3,2
561,445,10,-16.71,579,784,0.87,918,519,125.695,3,2
186,432,7,-20.811,366,926,963,952,286,57.23,4,2
186,432,7,-20.811,366,926,963,952,286,57.23,4,2
163,368,8,-23.149,472,991,899,107,387,69.442,3,2
214,328,10,-13.545,377,945,8.92e-05,105,114,89.521,4,2
334,187,7,-20.906,415,884,797,105,836,112.135,4,2
311,465,1,-24.625,426,985,882,144,368,68.431,4,2
351,76,1,-31.649,401,0.98,945,121,764,130.107,4,2
223,375,1,-25.525,441,0.99,934,102,459,68.486,5,2
0.13,286,11,-19.418,383,0.96,322,326,104,46.496,3,2
285,464,3,-38.222,435,995,844,582,216,72.32,3,2
0.29,191,8,-30.885,35,985,909,994,622,65.461,3,2
285,158,0,-24.312,483,947,466,126,369,119.852,4,2
344,965,5,-21.096,394,952,866,946,292,84.326,4,2
317,56,8,-34.478,393,991,933,131,127,65.873,4,2
238,568,1,-26.529,409,984,0.91,953,335,68.981,4,2
346,219,11,-18.842,319,993,732,383,542,88.687,4,2
343,334,1,-19.391,0.04,977,272,343,266,130.9,4,2
311,278,9,-21.328,409,0.97,336,239,184,122.559,5,2
167,133,4,-26.88,822,774,692,729,204,142.844,4,2
713,696,3,-39.507,405,994,915,71,977,213.848,3,2
316,108,1,-20.37,416,994,898,957,615,84.996,4,2
175,869,2,-20.248,427,955,251,783,345,78.113,4,2
394,578,4,-21.723,445,995,921,835,432,65.106,5,2
393,217,7,-16.611,354,993,893,111,177,114.404,4,2
398,292,5,-26.388,501,988,0.81,789,392,126.323,3,2
0.43,341,5,-24.869,565,0.81,531,109,158,157.791,5,2
184,527,1,-37.264,432,995,887,173,151,170.612,3,2
367,836,5,-4.875,135,797,963,216,503,68.144,4,2
387,449,2,-7.792,334,955,191,387,533,133.927,4,2
272,614,2,-10.694,375,616,927,106,558,160.8,4,2
707,606,2,-9.232,89,615,0.0,896,918,89.911,4,2
372,833,10,-7.073,0.11,861,682,295,582,128.171,4,2
559,448,8,-8.374,46,944,0.0,245,758,108.72,1,2
567,0.29,8,-8.571,788,807,0.0,527,808,101.045,1,2
618,775,5,-10.07,553,768,1.14e-06,282,857,122.178,4,2
295,546,2,-10.656,477,879,556,373,724,185.761,3,2
485,293,4,-30.251,31,991,902,964,423,80.014,3,2
485,293,4,-30.251,31,991,902,964,423,80.014,3,2
365,289,1,-27.855,419,995,947,0.12,477,146.853,4,2
485,293,4,-30.251,31,991,902,964,423,80.014,3,2
0.15,106,6,-18.592,426,842,835,111,553,83.844,1,2
318,318,5,-6.224,346,929,6.5e-05,201,216,96.803,4,2
176,162,9,-18.922,362,988,913,0.12,183,58.879,4,2
506,853,1,-9.989,488,5.61e-05,97,347,594,145.691,4,2
232,246,5,-12.142,366,976,902,0.13,183,103.736,3,2
287,482,9,-9.074,391,909,0.3,181,399,122.567,3,2
149,553,10,-6.576,412,906,719,637,369,178.113,1,2
234,136,5,-18.882,458,0.97,281,108,374,85.418,4,2
198,503,1,-6.376,336,971,783,127,147,91.442,4,2
336,485,8,-11.719,52,949,937,844,546,125.921,3,2
377,193,4,-18.928,449,987,0.9,884,285,153.373,3,2
229,0.45,10,-8.16,374,969,383,106,139,114.808,4,2
319,541,4,-20.544,388,949,537,929,0.1,129.399,3,2
969,0.18,3,-18.797,484,0.79,579,215,978,74.24,4,2
263,756,10,-36.964,543,995,935,936,394,50.681,4,2
212,106,7,-20.938,433,969,376,937,398,83.746,4,2
0.16,465,5,-8.577,337,939,229,383,0.14,84.69,4,2
211,0.07,7,-24.816,451,987,169,965,529,86.921,4,2
458,231,4,-16.326,376,855,885,75,232,146.337,4,2
302,437,7,-21.963,433,957,646,0.1,819,118.809,4,2
256,516,10,-9.279,449,988,921,746,193,75.54,4,2
158,0.21,7,-16.398,33,953,0.86,153,193,80.984,4,2
0.18,351,10,-10.22,343,988,866,137,606,101.159,4,2
287,372,0,-25.063,541,981,774,514,393,86.551,4,2
232,235,2,-14.975,404,955,122,896,973,113.492,3,2
148,367,1,-21.648,413,989,828,114,666,138.57,3,2
142,261,6,-10.312,35,994,781,0.29,0.12,63.399,4,2
192,227,1,-32.377,397,989,0.9,778,354,68.257,4,2
383,155,11,-29.576,463,994,901,956,641,71.935,4,2
389,206,5,-16.943,354,948,344,967,275,81.968,4,2
373,102,7,-24.802,525,995,867,196,325,152.04,3,2
431,218,7,-18.009,42,976,268,143,0.49,147.561,4,2
104,491,9,-22.883,46,984,0.51,99,341,90.278,4,2
0.24,984,9,-19.874,503,982,384,854,0.18,122.741,4,2
182,436,0,-20.946,358,908,0.82,112,391,100.533,4,2
325,0.15,2,-24.599,172,961,607,657,174,90.284,4,2
239,287,7,-12.565,388,876,644,122,185,71.608,3,2
457,474,2,-9.245,324,0.93,956,679,381,92.404,4,2
306,387,0,-12.526,357,561,0.0,107,295,122.587,5,2
576,274,5,-14.045,297,953,167,267,0.46,93.754,4,2
343,399,7,-17.367,533,991,136,133,731,105.118,4,2
257,374,3,-7.133,28,946,3.33e-06,0.3,268,136.999,4,2
504,565,2,-9.185,516,724,0.0,565,528,124.454,4,2
403,775,4,-7.406,607,671,635,79,207,180.079,3,2
349,495,10,-12.433,918,991,684,353,608,95.758,4,2
431,807,4,-29.783,459,995,932,112,334,77.745,4,2
335,473,9,-12.607,58,977,251,218,0.59,94.746,4,2
595,657,8,-5.418,298,735,0.0,387,782,102.321,4,2
575,326,2,-8.55,812,971,0.0,0.38,324,125.554,4,2
296,566,3,-6.349,576,733,0.0,0.74,602,172.14,4,2
467,526,8,-11.977,366,476,0.0,933,0.52,86.902,4,2
0.14,217,7,-15.304,352,909,855,689,78,88.381,4,2
317,161,8,-17.203,374,916,881,979,545,118.162,3,2
657,301,7,-12.549,766,949,0.0,0.28,794,100.971,4,2
275,157,7,-18.752,636,0.89,842,186,304,73.289,4,2
517,713,2,-8.39,614,607,9.81e-06,145,0.8,100.214,4,2
498,319,2,-9.576,262,672,106,952,211,82.955,4,2
303,108,9,-27.433,473,994,877,805,0.18,126.931,3,2
646,897,6,-19.288,306,989,912,0.11,546,82.003,4,2
403,185,10,-20.519,417,962,911,958,162,104.517,3,2
819,132,0,-25.217,494,964,647,0.12,32,82.637,4,2
318,361,4,-21.792,445,907,302,926,625,99.889,4,2
442,286,1,-16.598,419,968,811,886,629,146.761,3,2
287,0.19,6,-16.959,379,941,369,906,177,77.583,4,2
515,695,5,-22.837,342,992,934,943,109,112.81,4,2
168,442,11,-18.784,371,908,914,694,384,74.591,4,2
876,217,8,-24.314,426,975,909,0.12,778,81.32,4,2
233,911,4,-5.114,0.08,3.34e-05,258,344,197,199.851,4,2
347,312,5,-30.669,532,992,101,767,877,88.69,4,2
194,145,9,-23.039,557,967,717,0.35,37,80.3,3,2
261,214,9,-30.245,603,948,0.0,106,761,83.335,4,2
0.18,114,6,-28.877,413,928,0.79,121,159,112.793,3,2
287,391,0,-25.598,44,963,873,105,614,119.842,4,2
402,481,5,-25.898,337,974,833,997,175,103.346,4,2
308,569,3,-20.515,706,991,105,189,394,73.698,3,2
364,104,7,-21.888,424,979,4.97e-06,723,147,125.517,4,2
363,911,0,-22.805,389,969,874,162,228,77.37,4,2
472,0.27,0,-23.245,92,831,789,552,467,150.013,4,2
377,17,11,-30.852,453,0.95,0.0,181,211,103.907,4,2
594,852,7,-20.606,533,994,937,101,626,127.091,4,2
199,419,3,-21.765,461,734,0.55,108,121,169.307,4,2
572,144,7,-23.133,576,995,969,109,536,123.784,4,2
375,145,2,-18.732,361,963,889,128,329,77.903,4,2
528,143,3,-20.056,437,964,897,623,423,136.278,4,2
375,145,2,-18.732,361,963,889,128,329,77.903,4,2
375,145,2,-18.732,361,963,889,128,329,77.903,4,2
199,319,2,-14.43,334,513,893,144,462,120.772,4,2
0.41,196,0,-15.956,383,953,892,974,622,78.823,4,2
0.48,233,9,-9.407,331,876,1.97e-06,896,136,120.074,4,2
441,499,7,-6.558,378,0.97,151,447,514,128.364,4,2
464,663,5,-6.284,141,857,272,387,782,85.901,4,2
428,0.58,4,-8.569,356,343,3.3e-05,0.12,478,83.429,4,2
323,105,0,-21.784,339,936,929,108,186,167.407,3,2
434,265,5,-18.025,58,995,0.87,218,607,131.532,4,2
689,638,5,-2.467,379,707,0.0,197,925,136.884,4,2
416,477,6,-1.383,0.04,631,0.0,344,704,164.972,4,2
231,297,2,-31.544,579,991,878,742,0.07,131.413,4,2
543,311,8,-11.237,87,991,109,821,624,107.767,4,2
487,373,2,-16.523,288,648,0.0,144,552,84.121,4,2
0.25,0.29,2,-16.253,333,885,0.0,653,452,75.157,4,2
411,638,8,-4.307,576,925,206,146,336,175.222,3,2
497,0.34,2,-9.616,269,0.67,7.62e-05,101,172,82.995,4,2
708,608,6,-4.667,267,854,881,346,549,135.046,4,2
421,118,2,-17.703,408,842,938,115,175,104.03,4,2
225,47,1,-30.928,509,992,881,722,186,163.665,4,2
153,953,0,-4.74,122,152,62,366,0.14,199.892,4,2
469,522,8,-10.53,854,0.93,38,712,713,100.716,4,2
468,127,7,-36.856,123,994,937,94,356,72.776,3,2
577,563,11,-9.107,319,863,186,0.19,785,147.562,3,2
409,191,2,-31.753,324,992,912,981,181,104.164,4,2
268,124,9,-28.777,358,0.99,922,788,726,70.582,4,2
366,467,9,-20.623,375,927,8.87e-05,194,0.35,81.945,3,2
302,96,2,-28.927,309,972,903,98,382,94.275,4,2
0.56,519,8,-22.616,423,0.99,905,117,182,132.691,4,2
302,96,2,-28.927,309,972,903,98,382,94.275,4,2
302,96,2,-28.927,309,972,903,98,382,94.275,4,2
126,499,1,-22.935,393,648,887,141,115,96.29,4,2
302,96,2,-28.927,309,972,903,98,382,94.275,4,2
159,879,1,-23.347,429,701,888,819,434,56.139,4,2
0.23,103,1,-20.868,326,741,712,125,239,80.266,1,2
173,296,1,-28.601,45,828,793,109,102,120.805,3,2
128,194,1,-26.714,403,826,398,133,576,87.224,4,2
401,397,7,-13.777,385,989,775,227,903,75.695,4,2
113,151,3,-16.28,418,627,857,112,365,83.543,4,2
444,317,2,-18.349,355,744,927,323,921,144.238,4,2
192,91,2,-21.512,443,925,0.73,119,129,113.15,4,2
813,533,3,-23.481,417,886,844,913,356,83.586,5,2
192,91,2,-21.512,443,925,0.73,119,129,113.15,4,2
147,117,7,-21.873,412,868,732,346,713,90.476,4,2
332,491,0,-11.546,437,899,938,0.25,0.41,109.06,4,2
147,117,7,-21.873,412,868,732,346,713,90.476,4,2
192,91,2,-21.512,443,925,0.73,119,129,113.15,4,2
192,91,2,-21.512,443,925,0.73,119,129,113.15,4,2
149,281,6,-22.963,397,0.86,549,958,42,137.501,3,2
147,117,7,-21.873,412,868,732,346,713,90.476,4,2
147,117,7,-21.873,412,868,732,346,713,90.476,4,2
421,637,3,-10.072,764,848,7.74e-05,298,514,123.427,4,2
664,564,7,-8.892,576,626,0.0,984,913,90.536,4,2
596,489,1,-7.876,53,403,0.0,219,276,147.977,4,2
333,417,8,-8.64,313,958,939,106,141,75.472,4,2
528,292,11,-16.821,311,835,605,178,413,135.92,3,2
663,484,7,-7.175,68,776,0.0,135,764,125.288,4,2
598,187,7,-15.965,346,503,0.0,231,519,75.02,4,2
567,606,7,-8.656,611,943,0.0,129,969,139.848,3,2
432,109,9,-15.925,368,889,772,939,797,92.682,4,2
367,103,4,-27.538,392,0.98,951,0.11,412,64.925,4,2
494,702,2,-7.064,33,584,951,735,886,100.455,4,2
427,336,9,-12.126,356,983,774,214,506,109.602,4,2
476,416,8,-14.3,525,988,0.2,163,724,76.54,4,2
348,169,1,-18.45,413,959,889,0.1,107,138.877,3,2
507,587,1,-11.814,146,798,4.48e-06,236,577,156.987,1,2
411,568,4,-7.356,412,388,9.18e-06,106,431,94.952,4,2
414,328,10,-19.644,661,0.86,828,164,0.79,145.715,3,2
447,0.31,7,-9.668,39,949,0.0,141,288,123.113,3,2
703,467,9,-7.498,335,653,0.0,96,565,131.915,4,2
645,638,1,-8.024,349,695,0.0,684,766,148.153,4,2
287,292,9,-19.285,541,968,978,0.09,346,145.703,4,2
619,626,10,-4.484,368,555,0.0,308,815,72.265,4,2
438,633,8,-9.97,107,929,0.16,855,0.86,78.673,4,2
376,579,5,-31.615,576,996,944,882,369,71.827,4,2
438,599,1,-10.558,717,882,0.0,434,819,113.872,4,2
434,265,2,-12.428,699,0.95,0.0,485,574,137.78,4,2
335,532,1,-31.646,376,994,912,621,397,65.832,4,2
136,164,4,-18.756,364,911,916,109,71,58.303,4,2
454,614,11,-10.41,302,223,1.16e-05,936,343,140.56,4,2
442,919,3,-32.452,47,984,936,873,929,79.314,4,2
321,248,1,-21.332,585,902,627,263,103,122.91,3,2
371,131,7,-23.899,422,898,925,847,656,106.872,4,2
371,131,7,-23.899,422,898,925,847,656,106.872,4,2
453,939,0,-17.53,336,989,885,102,113,89.665,4,2
329,13,9,-33.238,486,994,919,671,285,71.608,4,2
