dance,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
446,214,1,-15.215,326,885,1.46e-06,52,741,133.436,4,1
446,245,0,-14.733,349,905,3.07e-05,122,458,129.416,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
439,196,0,-16.093,601,0.88,0.0,513,525,129.581,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
462,209,1,-15.251,323,0.9,0.0,514,765,133.988,4,1
446,214,1,-15.215,326,885,1.46e-06,52,741,133.436,4,1
522,148,8,-15.579,367,766,0.0,204,643,138.997,4,1
462,209,1,-15.251,323,0.9,0.0,514,765,133.988,4,1
478,201,7,-16.79,332,919,0.0,854,857,136.47,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
457,0.36,1,-9.188,374,828,127,0.15,682,133.568,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
494,0.18,7,-17.928,332,908,0.0,868,0.87,136.263,4,1
522,148,8,-15.579,367,766,0.0,204,643,138.997,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
495,254,0,-12.414,337,782,0.0,0.28,0.58,127.148,4,1
478,201,7,-16.79,332,919,0.0,854,857,136.47,4,1
647,252,6,-11.93,557,0.6,0.0,0.3,0.72,131.793,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
717,283,2,-8.335,778,798,0.0,293,935,120.794,4,1
296,257,4,-13.959,313,329,3.28e-05,925,0.26,164.409,3,1
697,832,9,-7.264,298,168,131,269,979,125.926,4,1
608,671,2,-5.643,422,0.73,1.88e-06,849,872,161.768,4,1
662,681,11,-10.138,477,284,148,769,414,99.986,4,1
688,639,5,-10.068,425,0.47,655,117,602,99.645,4,1
258,0.35,3,-9.148,307,716,0.0,228,448,177.546,3,1
688,639,5,-10.068,425,0.47,655,117,602,99.645,4,1
688,639,5,-10.068,425,0.47,655,117,602,99.645,4,1
439,196,0,-16.093,601,0.88,0.0,513,525,129.581,4,1
435,533,8,-17.549,324,0.96,227,121,139,61.64,4,1
169,347,10,-8.785,309,692,432,337,256,176.118,3,1
0.55,973,8,-16.264,468,986,104,155,212,67.561,4,1
169,347,10,-8.785,309,692,432,337,256,176.118,3,1
439,196,0,-16.093,601,0.88,0.0,513,525,129.581,4,1
712,547,7,-6.046,147,369,0.0,101,579,101.443,4,1
301,692,3,-20.117,314,912,549,335,241,81.644,4,1
446,214,1,-15.215,326,885,1.46e-06,52,741,133.436,4,1
688,639,5,-10.068,425,0.47,655,117,602,99.645,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
434,0.3,0,-8.768,286,832,0.0,143,481,84.899,4,1
0.44,302,0,-18.564,375,929,836,109,213,107.716,3,1
457,224,9,-19.476,344,715,1.2e-06,224,0.48,80.845,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
487,244,1,-12.878,355,807,1.97e-05,112,0.73,134.099,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
751,467,10,-9.535,327,303,0.0,163,774,118.11,4,1
462,209,1,-15.251,323,0.9,0.0,514,765,133.988,4,1
383,136,2,-16.138,396,851,0.0,107,422,71.126,4,1
478,201,7,-16.79,332,919,0.0,854,857,136.47,4,1
478,201,7,-16.79,332,919,0.0,854,857,136.47,4,1
548,412,5,-10.248,333,807,934,127,325,79.512,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
439,196,0,-16.093,601,0.88,0.0,513,525,129.581,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
478,201,7,-16.79,332,919,0.0,854,857,136.47,4,1
439,196,0,-16.093,601,0.88,0.0,513,525,129.581,4,1
484,332,1,-10.312,37,787,0.0,373,683,134.999,4,1
465,121,5,-15.394,356,867,0.0,165,221,73.399,4,1
513,486,5,-6.8,784,345,0.0,855,562,148.372,4,1
513,486,5,-6.8,784,345,0.0,855,562,148.372,4,1
541,321,5,-14.418,329,714,345,101,549,133.537,4,1
533,138,8,-12.522,292,946,2.83e-06,145,336,93.08,4,1
648,258,6,-11.995,554,627,0.0,293,776,131.74,4,1
797,415,5,-14.557,514,881,0.0,873,965,113.42,3,1
499,304,0,-11.543,632,0.81,0.0,546,521,129.321,4,1
302,455,8,-15.532,414,987,605,229,122,73.146,5,1
334,788,2,-15.333,309,931,142,139,627,59.054,4,1
361,116,3,-18.774,432,924,3.57e-06,739,387,84.414,4,1
743,429,10,-14.576,902,447,362,455,597,95.406,4,1
425,373,4,-7.543,801,686,0.0,77,663,78.231,4,1
462,0.15,8,-13.531,522,984,902,105,0.19,98.66,3,1
793,386,10,-13.413,819,597,0.31,775,584,95.819,4,1
584,789,0,-12.905,51,884,705,876,319,70.886,4,1
613,526,7,-9.243,31,669,933,168,108,154.082,4,1
608,0.37,7,-9.207,306,844,1.87e-05,112,349,127.631,4,1
532,657,0,-19.136,406,0.94,488,946,292,128.607,4,1
366,391,3,-12.322,425,854,0.0,352,461,119.182,3,1
399,326,7,-9.239,386,864,0.0,191,546,79.206,4,1
436,141,0,-13.271,308,902,2.81e-06,126,146,76.64,3,1
372,475,4,-10.046,298,142,4.97e-05,131,369,97.146,4,1
498,533,10,-7.337,245,261,471,314,288,96.459,3,1
748,0.31,8,-8.917,448,488,0.0,136,499,129.924,4,1
842,801,1,-6.409,611,476,126,387,856,110.132,4,1
568,396,8,-13.921,29,738,159,116,578,136.489,4,1
499,215,11,-17.369,31,898,913,989,0.74,132.383,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
364,338,2,-9.8,294,699,1.71e-05,101,314,77.497,4,1
453,576,5,-8.582,445,632,818,906,341,139.947,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
592,541,7,-8.703,533,655,157,159,0.54,95.728,4,1
321,0.09,0,-21.296,321,838,266,998,157,65.825,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
736,722,10,-5.908,753,384,7.36e-05,137,448,112.921,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
498,533,10,-7.337,245,261,471,314,288,96.459,3,1
321,0.09,0,-21.296,321,838,266,998,157,65.825,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
321,0.09,0,-21.296,321,838,266,998,157,65.825,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
498,533,10,-7.337,245,261,471,314,288,96.459,3,1
321,0.09,0,-21.296,321,838,266,998,157,65.825,4,1
321,0.09,0,-21.296,321,838,266,998,157,65.825,4,1
559,0.79,2,-5.057,535,507,0.0,269,589,101.946,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
516,0.62,9,-5.68,805,614,0.0,805,749,152.208,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
413,0.24,9,-15.817,354,343,0.0,741,339,77.712,4,1
0.62,0.31,7,-16.749,446,672,954,0.14,649,92.421,4,1
605,497,1,-6.676,319,727,3.95e-05,102,0.72,126.014,4,1
418,165,4,-10.663,442,0.91,2.02e-05,213,205,120.301,4,1
401,213,1,-13.124,544,342,1.01e-05,596,678,110.623,4,1
319,332,4,-7.676,303,797,1.44e-05,101,224,67.231,4,1
436,319,1,-7.87,295,802,1.94e-05,0.12,255,107.546,3,1
683,668,3,-8.36,749,833,2.75e-06,548,0.77,132.192,4,1
274,348,5,-8.631,293,547,133,334,328,87.43,3,1
0.75,284,7,-12.079,766,899,109,273,593,119.962,4,1
587,408,4,-14.008,568,902,915,847,608,75.024,4,1
757,251,7,-11.408,144,0.46,651,165,531,85.002,4,1
669,579,8,-10.042,32,0.29,671,113,135,94.97,4,1
794,733,5,-9.316,431,369,0.87,978,359,124.977,4,1
657,0.3,8,-13.762,357,914,862,166,0.42,100.001,4,1
664,681,9,-10.967,391,316,853,125,0.5,120.003,4,1
373,0.48,3,-12.869,326,307,855,731,345,79.988,4,1
718,543,4,-9.285,317,179,433,947,376,89.984,4,1
558,679,7,-9.497,461,369,0.58,101,345,179.91,4,1
664,681,9,-10.967,391,316,853,125,0.5,120.003,4,1
445,278,10,-11.882,313,914,577,101,262,99.058,3,1
0.64,0.67,0,-6.767,26,706,0.0,0.19,0.46,107.973,4,1
683,0.6,7,-10.334,324,0.58,452,815,791,99.135,4,1
531,198,9,-15.811,39,952,267,119,437,128.043,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
659,274,7,-11.686,186,694,0.0,148,479,127.862,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
514,408,8,-11.96,194,449,0.0,682,915,185.756,4,1
494,644,4,-5.024,428,364,0.0,127,733,124.82,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
506,233,3,-12.077,276,957,2.8e-05,116,275,88.08,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
445,278,10,-11.882,313,914,577,101,262,99.058,3,1
569,489,5,-5.594,0.04,238,0.0,0.29,543,123.573,4,1
598,447,8,-7.932,404,224,0.0,704,365,123.855,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
346,605,3,-7.059,794,188,0.0,241,747,202.175,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
346,605,3,-7.059,794,188,0.0,241,747,202.175,4,1
569,489,5,-5.594,0.04,238,0.0,0.29,543,123.573,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
346,605,3,-7.059,794,188,0.0,241,747,202.175,4,1
544,459,3,-8.069,537,689,0.0,346,852,99.931,4,1
569,489,5,-5.594,0.04,238,0.0,0.29,543,123.573,4,1
534,533,5,-6.161,47,0.5,0.0,875,478,136.854,4,1
396,0.44,0,-9.062,459,915,5.1e-05,697,0.18,105.145,4,1
491,498,2,-7.658,821,0.3,0.0,734,478,143.721,3,1
728,333,9,-16.162,791,0.69,0.0,653,399,111.673,4,1
602,557,0,-10.321,178,253,0.0,0.11,765,135.868,4,1
745,219,5,-11.216,276,851,1.8e-05,678,635,88.609,4,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
745,561,6,-11.107,457,289,172,0.1,302,93.001,4,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
376,371,6,-14.929,122,449,2.28e-06,106,656,195.668,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
362,0.53,6,-8.754,632,709,0.0,0.16,599,194.882,3,1
363,448,6,-11.282,506,855,1.12e-06,193,643,195.303,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
514,408,8,-11.96,194,449,0.0,682,915,185.756,4,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
514,408,8,-11.96,194,449,0.0,682,915,185.756,4,1
514,408,8,-11.96,194,449,0.0,682,915,185.756,4,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
0.27,0.26,1,-12.037,322,0.75,2.07e-05,128,182,118.581,3,1
693,287,0,-12.554,453,669,2.03e-06,138,368,125.088,4,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
508,706,1,-6.294,475,0.15,0.0,376,479,114.842,4,1
523,194,8,-10.63,433,0.84,"9,00E-06",169,171,129.533,4,1
408,0.23,9,-10.518,393,762,0.0,838,582,183.654,3,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
508,706,1,-6.294,475,0.15,0.0,376,479,114.842,4,1
393,173,5,-10.536,304,868,0.0,146,223,105.587,5,1
508,706,1,-6.294,475,0.15,0.0,376,479,114.842,4,1
719,194,7,-13.088,43,749,1.07e-06,794,758,114.786,4,1
0.25,168,1,-16.789,329,822,135,136,141,107.269,3,1
508,706,1,-6.294,475,0.15,0.0,376,479,114.842,4,1
755,224,4,-11.333,483,864,0.0,335,759,115.581,4,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
0.27,0.26,1,-12.037,322,0.75,2.07e-05,128,182,118.581,3,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
758,451,6,-8.001,375,0.75,0.0,503,737,122.912,4,1
719,194,7,-13.088,43,749,1.07e-06,794,758,114.786,4,1
755,393,3,-7.438,127,687,0.0,524,804,107.763,4,1
591,376,11,-10.832,543,478,282,101,308,140.026,4,1
785,379,7,-11.446,732,391,161,267,182,122.043,3,1
798,172,6,-14.949,998,894,918,109,433,147.838,4,1
782,293,11,-10.533,496,142,782,387,203,89.958,4,1
432,951,1,-23.511,388,909,0.89,117,93,100.265,4,1
686,688,6,-4.981,254,0.39,1.03e-06,924,493,123.125,4,1
457,542,2,-13.463,411,0.76,0.0,0.43,691,81.408,4,1
453,531,1,-19.956,355,946,161,796,354,79.863,4,1
422,793,3,-23.268,487,958,878,713,119,139.312,1,1
492,671,10,-15.671,399,958,968,109,165,124.908,4,1
0.58,545,9,-14.594,473,963,265,967,177,123.341,4,1
682,526,5,-8.656,382,0.48,1.79e-05,166,775,82.003,4,1
486,568,9,-9.199,417,652,0.0,834,0.65,127.184,4,1
546,0.15,5,-8.392,344,815,1.51e-06,118,0.44,87.461,5,1
424,161,0,-10.407,339,866,178,0.11,295,85.499,4,1
656,366,0,-9.548,446,0.94,1.33e-05,219,823,184.436,4,1
369,499,6,-9.301,448,829,1.75e-06,154,0.69,192.76,3,1
509,368,0,-9.611,573,317,1.67e-06,281,0.16,119.552,4,1
376,371,6,-14.929,122,449,2.28e-06,106,656,195.668,3,1
473,297,0,-17.103,321,0.75,535,129,551,130.342,4,1
473,297,0,-17.103,321,0.75,535,129,551,130.342,4,1
479,319,4,-13.824,109,898,317,409,339,169.789,4,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
418,116,5,-18.397,331,966,648,138,861,74.923,3,1
757,408,2,-10.889,373,325,539,104,309,115.96,4,1
473,297,0,-17.103,321,0.75,535,129,551,130.342,4,1
418,116,5,-18.397,331,966,648,138,861,74.923,3,1
473,297,0,-17.103,321,0.75,535,129,551,130.342,4,1
657,134,0,-13.431,357,986,0.0,114,119,117.838,4,1
577,191,5,-15.938,405,908,824,126,343,123.338,4,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
346,202,5,-19.605,337,968,922,0.17,508,86.555,4,1
497,386,8,-14.177,38,784,927,167,695,81.774,4,1
393,162,0,-12.124,335,956,227,126,428,118.54,4,1
577,191,5,-15.938,405,908,824,126,343,123.338,4,1
362,0.53,6,-8.754,632,709,0.0,0.16,599,194.882,3,1
497,386,8,-14.177,38,784,927,167,695,81.774,4,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
719,194,7,-13.088,43,749,1.07e-06,794,758,114.786,4,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
473,297,0,-17.103,321,0.75,535,129,551,130.342,4,1
326,0.3,5,-13.766,295,929,939,127,468,85.218,4,1
577,191,5,-15.938,405,908,824,126,343,123.338,4,1
477,306,8,-8.247,404,822,0.0,993,608,171.829,4,1
406,242,8,-27.846,328,956,773,113,185,78.691,4,1
497,386,8,-14.177,38,784,927,167,695,81.774,4,1
277,216,0,-9.66,0.03,945,116,325,362,75.258,4,1
802,607,11,-11.028,289,205,748,246,274,96.916,4,1
802,756,2,-10.791,349,843,765,521,963,131.715,4,1
687,201,7,-9.523,301,619,917,896,0.32,158.7,4,1
689,532,5,-10.492,607,0.21,919,615,691,171.925,4,1
448,588,1,-27.582,328,625,952,132,418,95.997,4,1
0.65,252,0,-10.939,46,522,879,106,332,170.028,4,1
0.45,288,7,-17.388,467,994,895,118,358,130.838,4,1
462,238,2,-16.032,723,515,0.0,213,399,93.388,4,1
554,848,1,-4.857,815,867,298,0.42,561,89.999,4,1
609,435,11,-7.861,285,522,0.0,118,552,131.995,4,1
615,733,8,-4.808,335,152,0.0,109,796,122.58,4,1
343,318,5,-14.901,312,336,158,0.17,0.11,81.993,4,1
534,213,1,-8.64,283,884,0.0,107,998,98.385,4,1
454,0.26,8,-13.193,401,539,78,675,598,174.322,5,1
443,104,0,-17.042,101,913,0.0,191,394,76.497,4,1
796,906,0,-4.025,483,223,1.85e-06,609,392,127.957,4,1
767,938,5,-4.433,505,592,193,118,868,123.992,4,1
399,485,4,-12.516,336,155,9.41e-05,112,376,86.074,4,1
663,264,0,-14.571,914,706,0.0,0.1,657,122.482,4,1
421,112,5,-19.046,454,994,871,952,0.15,68.879,4,1
598,571,8,-12.616,139,704,0.0,513,962,173.141,4,1
742,664,1,-8.432,261,301,0.0,675,0.79,91.063,4,1
452,242,2,-16.941,344,698,0.46,942,347,101.194,4,1
545,467,7,-8.641,291,706,1.92e-06,112,251,88.178,4,1
664,194,5,-15.487,357,909,3.85e-05,829,443,129.863,4,1
715,446,4,-10.232,346,333,772,113,0.59,145.015,4,1
526,299,8,-13.797,31,941,97,106,679,156.848,4,1
772,654,1,-11.573,418,428,146,991,711,121.952,4,1
697,509,10,-6.0,344,107,1.42e-05,471,902,126.076,4,1
578,269,1,-11.073,405,781,243,102,421,98.515,4,1
407,292,2,-10.662,497,0.94,121,0.11,293,86.411,1,1
594,643,5,-9.078,66,112,156,447,668,166.004,4,1
399,496,5,-7.763,509,905,786,0.26,0.62,113.625,3,1
194,288,5,-10.647,359,892,1.84e-06,336,143,66.13,4,1
551,309,10,-11.309,268,473,0.0,103,307,87.99,4,1
294,441,4,-7.625,327,836,467,102,328,143.52,4,1
645,0.37,7,-8.955,367,0.82,0.0,177,0.53,126.029,4,1
441,613,5,-17.266,436,951,405,789,777,117.359,4,1
418,116,5,-18.397,331,966,648,138,861,74.923,3,1
439,196,3,-25.34,378,959,2.19e-05,0.13,162,102.338,4,1
367,122,9,-21.34,319,984,4.4e-05,172,104,75.271,3,1
418,116,5,-18.397,331,966,648,138,861,74.923,3,1
535,385,7,-13.102,314,747,129,715,304,124.874,4,1
375,139,9,-19.789,324,977,8.61e-06,984,878,75.993,3,1
342,154,10,-16.553,39,993,932,103,193,170.063,3,1
0.55,947,8,-34.657,687,995,937,709,0.17,109.255,4,1
695,178,5,-15.743,346,875,196,929,486,130.415,4,1
572,134,3,-29.694,632,995,925,104,873,113.888,4,1
511,0.44,5,-9.11,308,742,1.05e-05,328,611,103.965,3,1
655,499,0,-10.039,433,569,763,111,255,140.022,4,1
477,433,11,-6.473,247,689,195,151,611,82.52,3,1
0.59,672,1,-11.792,412,125,1.04e-06,147,688,206.247,4,1
802,488,1,-9.304,813,572,598,763,624,95.77,4,1
716,321,7,-10.609,814,911,912,0.1,964,144.041,4,1
0.67,456,5,-10.751,673,279,895,984,589,80.974,4,1
757,679,10,-9.74,864,619,828,109,374,103.016,4,1
643,0.28,10,-13.774,332,965,867,107,865,108.046,4,1
388,501,11,-11.296,731,778,0.0,305,532,158.348,4,1
371,0.63,8,-7.938,521,246,913,0.11,221,137.92,4,1
503,286,8,-15.425,45,643,112,156,569,136.098,4,1
616,271,9,-12.215,414,759,8.47e-06,781,649,104.519,4,1
562,507,1,-9.754,121,682,227,175,0.65,73.313,4,1
652,636,6,-7.152,672,847,731,381,852,95.088,4,1
698,532,4,-8.513,32,226,425,684,394,105.909,4,1
686,257,0,-12.066,525,921,462,116,399,142.128,4,1
602,666,3,-7.047,631,343,0.0,911,723,84.997,4,1
438,756,0,-26.44,382,941,643,109,277,133.32,4,1
671,539,7,-6.08,392,0.18,0.0,748,934,94.98,4,1
625,0.32,0,-15.046,308,433,1.81e-05,117,305,101.865,4,1
681,253,4,-17.969,457,0.77,3.43e-06,919,767,94.867,4,1
437,479,6,-5.698,326,841,0.0,185,308,141.49,4,1
532,432,8,-10.481,387,0.55,0.0,754,219,109.112,3,1
609,435,4,-10.651,254,669,0.0,169,769,92.632,4,1
506,233,3,-12.077,276,957,2.8e-05,116,275,88.08,4,1
539,393,11,-6.499,247,814,3.82e-05,113,235,95.977,4,1
594,643,5,-9.078,66,112,156,447,668,166.004,4,1
665,342,3,-10.064,298,696,793,112,338,111.992,4,1
607,536,4,-13.088,323,162,692,935,562,108.427,4,1
279,471,4,-8.347,359,913,328,316,349,104.432,4,1
748,468,9,-12.283,587,129,1.84e-05,107,523,80.043,4,1
405,38,0,-19.058,427,968,0.0,106,288,88.028,1,1
771,158,6,-10.374,621,895,0.0,144,504,130.072,4,1
418,116,5,-18.397,331,966,648,138,861,74.923,3,1
643,268,11,-15.073,0.09,593,2.06e-06,316,0.62,143.813,4,2
484,898,0,-4.132,164,365,0.0,91,0.68,91.975,4,2
608,638,11,-6.008,292,581,172,448,439,140.109,4,2
695,293,11,-16.278,431,596,158,132,637,143.804,4,2
583,308,7,-18.303,465,581,106,257,241,118.226,4,2
643,268,11,-15.073,0.09,593,2.06e-06,316,0.62,143.813,4,2
642,562,9,-9.304,607,584,0.0,104,671,149.82,4,2
0.23,206,0,-13.594,348,965,856,0.17,134,139.114,3,2
496,186,9,-19.857,418,992,944,0.11,585,79.334,4,2
355,215,9,-18.632,465,987,957,331,0.65,80.606,4,2
372,273,2,-33.32,409,993,924,81,157,115.872,4,2
175,578,2,-20.568,422,913,895,906,395,68.005,4,2
634,124,7,-19.991,113,989,944,121,769,81.842,3,2
769,846,2,-25.997,45,922,929,113,586,176.329,4,2
278,123,2,-23.707,422,993,739,355,511,78.59,3,2
372,413,0,-31.531,339,995,845,129,445,170.196,3,2
175,0.12,4,-22.495,452,988,456,177,717,64.424,4,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
349,139,9,-19.982,347,992,898,113,342,134.946,4,2
177,601,0,-21.942,405,987,894,687,543,81.807,3,2
403,196,3,-20.749,49,993,884,113,548,99.506,4,2
233,113,5,-15.57,418,994,873,102,718,71.781,4,2
478,311,9,-13.227,357,899,107,255,667,121.83,4,2
389,212,2,-16.434,359,961,914,983,339,77.016,4,2
314,401,9,-29.715,583,994,903,983,386,170.693,5,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
343,243,11,-15.404,578,943,0.0,532,417,73.48,4,2
548,216,2,-9.873,354,995,954,845,204,62.857,4,2
261,201,3,-25.726,39,0.99,895,108,913,139.811,4,2
548,216,2,-9.873,354,995,954,845,204,62.857,4,2
923,744,10,-23.757,479,651,237,168,823,175.873,3,2
522,215,11,-21.148,655,992,912,971,934,103.767,4,2
232,142,0,-24.701,308,996,867,133,255,95.139,5,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
965,0.2,10,-16.97,393,967,958,169,238,78.351,4,2
233,113,5,-15.57,418,994,873,102,718,71.781,4,2
169,49,2,-23.409,385,956,17,0.15,799,136.065,4,2
145,135,7,-16.841,429,978,971,323,535,77.975,3,2
129,169,7,-19.892,408,916,942,124,541,52.153,3,2
158,972,6,-32.888,463,949,137,955,572,138.062,3,2
513,296,7,-15.81,496,0.99,803,158,804,84.367,4,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
145,135,7,-16.841,429,978,971,323,535,77.975,3,2
164,167,0,-17.032,44,594,368,224,154,87.069,3,2
275,658,7,-21.914,496,972,911,943,511,92.692,3,2
158,972,6,-32.888,463,949,137,955,572,138.062,3,2
232,142,0,-24.701,308,996,867,133,255,95.139,5,2
499,327,1,-16.66,382,937,161,131,0.43,134.882,3,2
138,173,7,-17.603,371,955,928,161,159,100.657,4,2
138,173,7,-17.603,371,955,928,161,159,100.657,4,2
447,449,2,-10.634,376,934,961,697,36,92.468,4,2
445,328,2,-14.203,281,846,866,75,175,99.989,4,2
331,735,4,-30.904,362,991,952,968,944,66.628,4,2
251,0.17,2,-19.5,379,912,843,65,682,97.202,4,2
372,413,0,-31.531,339,995,845,129,445,170.196,3,2
246,144,0,-23.904,456,994,902,908,558,66.196,4,2
389,126,1,-23.669,386,991,883,0.21,467,123.993,4,2
243,0.13,6,-21.937,406,983,121,119,127,102.702,4,2
211,309,8,-29.185,35,988,917,685,206,73.82,4,2
212,622,1,-25.06,386,0.99,888,103,111,72.938,3,2
175,196,5,-18.02,326,959,823,209,151,49.891,4,2
146,241,1,-40.843,434,995,945,113,973,166.462,3,2
145,135,7,-16.841,429,978,971,323,535,77.975,3,2
328,0.14,1,-17.553,33,977,895,926,218,97.785,3,2
171,367,7,-22.811,435,808,332,122,838,131.559,4,2
387,519,5,-22.926,426,991,924,133,152,62.457,4,2
283,139,5,-18.546,476,931,841,0.54,334,158.524,1,2
426,331,1,-22.214,483,991,897,922,63,133.71,4,2
499,59,7,-20.969,546,995,0.89,889,171,82.472,4,2
405,186,11,-21.802,565,931,866,219,609,110.747,4,2
339,322,6,-22.741,501,0.99,0.92,854,986,69.941,4,2
297,565,1,-37.107,493,977,936,727,175,126.006,4,2
129,169,7,-19.892,408,916,942,124,541,52.153,3,2
368,334,1,-30.83,326,987,939,135,128,97.2,4,2
965,0.2,10,-16.97,393,967,958,169,238,78.351,4,2
245,282,8,-30.836,392,993,927,976,137,92.531,4,2
169,49,2,-23.409,385,956,17,0.15,799,136.065,4,2
177,601,0,-21.942,405,987,894,687,543,81.807,3,2
