genre,dance,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,liveness,key,mode
metal,0.695,0.876,-4.262,0.0553,0.000996,6.89e-06,0.941,89.954,0.106,3,0
metal,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.73,96.184,0.346,0,1
metal,0.297,0.842,-7.457,0.0488,0.000286,9.1e-06,0.586,100.127,0.0848,6,1
metal,0.474,0.671,-4.649,0.0289,0.0129,0,0.0682,82.94,0.159,4,1
metal,0.511,0.625,-7.911,0.0494,0.0504,0.00011,0.107,118.064,0.311,3,0
rock,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.398,124.053,0.101,10,1
rock,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.234,140.267,0.0733,0,1
rock,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.789,120.151,0.128,0,1
rock,0.352,0.911,-5.23,0.0747,0.00121,0,0.236,148.033,0.0995,1,1
rock,0.566,0.664,-5.303,0.0464,0.634,0,0.437,128.945,0.116,4,0
rock,0.464,0.417,-9.345,0.0256,0.136,0.022,0.479,67.528,0.0974,0,0
rock,0.439,0.434,-14.918,0.0265,0.0783,5.18e-05,0.204,94.843,0.14,7,1
rock,0.573,0.683,-6.644,0.176,0.461,0,0.817,169.519,0.0935,5,1
rock,0.636,0.676,-3.442,0.0263,0.0807,0,0.273,113.98,0.0831,2,1
rock,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.504,79.109,0.109,3,1
rock,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.104,91.844,0.129,7,1
rock,0.315,0.715,-8.072,0.0362,0.00125,7.97e-06,0.497,155.925,0.0942,11,0
rock,0.483,0.731,-6.696,0.0381,0.436,0,0.484,101.654,0.151,1,1
rock,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,0.0398,10,1
rock,0.491,0.583,-10.964,0.0376,0.185,0,0.908,150.566,0.406,7,1
rock,0.505,0.754,-7.435,0.0366,0.132,0,0.51,119.204,0.204,4,1
rock,0.531,0.363,-7.672,0.0608,0.749,0,0.259,121.412,0.112,10,1
rock,0.488,0.87,-4.185,0.0421,0.00353,0,0.211,110.072,0.484,6,0
rock,0.741,0.62,-5.505,0.0412,0.0295,0.000809,0.934,117.038,0.0398,10,1
rock,0.556,0.864,-5.87,0.0584,0.00958,0,0.4,105.143,0.209,3,0
rock,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.535,112.067,0.104,7,1
rock,0.413,0.881,-5.541,0.0367,5.99e-05,0.000308,0.364,158.066,0.0805,11,0
rock,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.337,85.012,0.123,10,1
rock,0.733,0.71,-5.849,0.0292,0.145,0.115,0.965,127.975,0.0956,5,0
rock,0.643,0.849,-5.428,0.0526,0.0371,0,0.903,162.152,0.058,2,1
rock,0.526,0.749,-6.964,0.0283,0.023,1.76e-06,0.421,99.982,0.0692,3,1
rock,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.663,132.77,0.152,0,1
rock,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.785,116.879,0.167,4,1
rock,0.466,0.872,-3.344,0.0336,0.0156,0,0.806,184.115,0.121,7,1
rock,0.446,0.764,-5.042,0.033,0.00135,0,0.543,172.094,0.099,10,1
rock,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.547,88.969,0.108,0,1
rock,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.567,90.807,0.188,1,0
rock,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.387,88.036,0.152,7,0
rock,0.636,0.849,-7.075,0.106,0.0438,0,0.917,156.036,0.372,0,1
rock,0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.195,126.602,0.341,2,1
rock,0.551,0.529,-10.469,0.0517,0.296,0.0093,0.521,75.515,0.178,5,0
rock,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.287,127.066,0.132,7,0
rock,0.578,0.866,-3.804,0.0619,0.00701,0,0.619,128.038,0.257,1,1
rock,0.489,0.755,-4.471,0.045,0.0124,0,0.384,113.05,0.28,6,1
rock,0.578,0.509,-6.229,0.0279,0.13,0.734,0.586,119.945,0.344,2,1
rock,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.8,92.004,0.104,2,1
rock,0.554,0.98,-3.514,0.108,0.127,0,0.611,135.12,0.0833,4,1
rock,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.531,80.87,0.0921,11,1
rock,0.612,0.196,-19.489,0.0359,0.706,0.319,0.142,73.489,0.111,7,0
rock,0.508,0.792,-7.311,0.0297,0.229,0.124,0.601,147.067,0.145,0,0
rock,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.538,95.136,0.0787,9,1
rock,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.72,116.761,0.106,1,1
rock,0.501,0.765,-7.063,0.0281,0.00294,0.49,0.46,91.771,0.184,6,0
rock,0.664,0.573,-6.519,0.0277,0.613,0.000363,0.566,76.023,0.0857,5,1
rock,0.553,0.853,-3.668,0.0339,0.000684,0,0.506,122.023,0.126,8,1
rock,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.772,138.559,0.613,6,1
rock,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.37,93.986,0.286,9,0
rock,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.731,172.977,0.113,1,1
rock,0.508,0.774,-5.973,0.0321,0.0586,4.87e-06,0.942,178.946,0.063,2,1
rock,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.259,133.52,0.217,4,1
rock,0.724,0.498,-13.083,0.0423,0.0405,8.56e-05,0.823,88.825,0.0761,11,0
rock,0.574,0.913,-4.793,0.133,0.061,0.00158,0.423,115.728,0.156,6,0
rock,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.539,120.125,0.0916,4,0
rock,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.374,153.398,0.136,9,1
rock,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.755,127.361,0.39,7,1
rock,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.543,99.005,0.168,11,0
rock,0.59,0.963,-6.489,0.0676,8.75e-05,0.000105,0.586,125.033,0.0781,0,0
rock,0.434,0.897,-4.918,0.0488,0.0103,0,0.685,148.708,0.612,0,1
rock,0.481,0.638,-5.862,0.0276,0.153,0,0.497,79.064,0.154,0,1
rock,0.673,0.886,-4.44,0.0431,0.185,0,0.795,97.012,0.0826,1,0
rock,0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.774,116.109,0.133,0,1
rock,0.692,0.711,-7.498,0.0317,0.225,0,0.875,125.135,0.12,0,0
rock,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.278,123.596,0.337,4,0
rock,0.432,0.884,-6.657,0.128,0.0128,0.000457,0.619,108.835,0.166,8,1
rock,0.727,0.834,-5.851,0.0496,0.165,0,0.816,131.7,0.105,2,1
rock,0.566,0.834,-8.412,0.0298,0.00277,0.008,0.621,123.296,0.0625,6,0
rock,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.385,141.466,0.297,9,0
rock,0.557,0.54,-10.484,0.0347,0.0339,0.00248,0.394,129.177,0.179,9,1
rock,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.544,113.983,0.116,11,0
rock,0.414,0.161,-22.32,0.0318,0.883,0.000223,0.423,159.375,0.117,7,0
rock,0.55,0.917,-3.159,0.0638,0.00428,0,0.601,126.115,0.197,0,1
rock,0.498,0.83,-5.157,0.0421,0.00461,0,0.453,89.342,0.139,6,0
rock,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.612,158.691,0.399,1,1
rock,0.521,0.526,-6.032,0.0281,0.243,0.00537,0.502,130.694,0.108,5,1
rock,0.439,0.421,-17.227,0.0411,0.0148,4.88e-05,0.551,81.833,0.0697,8,1
rock,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.561,103.04,0.348,1,1
rock,0.559,0.543,-5.429,0.302,0.00133,2e-05,0.337,75.958,0.0577,1,1
rock,0.655,0.818,-4.852,0.0319,0.000182,0.00399,0.767,117.956,0.104,0,1
rock,0.475,0.432,-7.844,0.0302,0.183,0,0.648,94.605,0.161,7,1
rock,0.413,0.873,-4.151,0.0536,0.000264,0.00249,0.48,116.68,0.204,8,1
rock,0.309,0.649,-8.994,0.035,0.0158,0.00591,0.312,166.915,0.367,7,1
rock,0.404,0.393,-6.607,0.0262,0.806,0.000443,0.403,98.217,0.0938,2,1
rock,0.745,0.347,-13.145,0.0418,0.246,0,0.899,155.539,0.0861,2,1
rock,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.405,85.03,0.217,5,1
rock,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.732,92.718,0.0481,9,1
rock,0.571,0.928,-3.725,0.0453,0.00932,0,0.489,127.939,0.297,4,0
rock,0.538,0.557,-8.678,0.0914,0.262,0.914,0.506,131.03,0.102,11,1
rock,0.618,0.938,-3.442,0.0456,0.0179,0,0.875,91.455,0.167,9,1
rock,0.445,0.952,-5.321,0.0522,0.09,0.0843,0.624,125.304,0.112,6,1
rock,0.494,0.946,-2.757,0.0637,0.00129,0,0.741,103.408,0.398,4,1
rock,0.532,0.495,-6.662,0.0343,0.659,0,0.308,124.936,0.0754,10,1
rock,0.602,0.923,-3.763,0.044,0.0098,0,0.765,136.01,0.0561,5,1
rock,0.82,0.452,-9.796,0.0348,0.543,0.00294,0.74,117.401,0.0714,1,1
rock,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.548,90.024,0.105,4,0
rock,0.545,0.67,-8.81,0.0496,0.009,0.000822,0.481,151.553,0.0451,9,1
jazz,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.981,125.996,0.138,9,1
jazz,0.768,0.367,-11.226,0.0315,0.683,1.79e-05,0.532,103.621,0.081,2,1
jazz,0.477,0.433,-6.473,0.0247,0.689,0.000195,0.611,82.52,0.151,11,0
jazz,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.9,125.035,0.126,11,0
jazz,0.274,0.348,-8.631,0.0293,0.547,0.0133,0.328,87.43,0.334,5,1
jazz,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.635,88.609,0.0678,5,1
jazz,0.451,0.241,-14.014,0.0352,0.912,2.66e-06,0.698,134.009,0.175,1,1
jazz,0.763,0.571,-10.552,0.0337,0.529,0,0.936,128.212,0.154,11,1
jazz,0.271,0.165,-20.652,0.0351,0.726,1.54e-06,0.202,77.082,0.118,5,1
jazz,0.802,0.756,-10.791,0.0349,0.0843,0.00765,0.963,131.715,0.0521,2,0
jazz,0.401,0.498,-10.682,0.0757,0.394,0,0.816,181.701,0.13,4,1
jazz,0.425,0.373,-7.543,0.0801,0.686,0,0.663,78.231,0.077,4,1
jazz,0.535,0.548,-6.51,0.037,0.533,1.48e-06,0.477,115.144,0.123,1,1
jazz,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.979,125.926,0.269,9,1
jazz,0.421,0.285,-9.43,0.0293,0.829,1.55e-06,0.402,85.861,0.233,2,0
jazz,0.521,0.516,-7.456,0.0369,0.723,0,0.569,136.483,0.257,2,0
jazz,0.609,0.435,-7.861,0.285,0.522,0,0.552,131.995,0.118,11,0
jazz,0.339,0.214,-11.714,0.0375,0.908,7.47e-06,0.363,94.775,0.341,4,1
jazz,0.543,0.473,-9.638,0.157,0.124,4.04e-06,0.519,86.534,0.0922,6,1
jazz,0.725,0.521,-10.248,0.136,0.565,0.275,0.403,114.038,0.178,9,0
jazz,0.749,0.497,-12.609,0.105,0.41,0.0499,0.585,95.818,0.0504,10,0
jazz,0.526,0.299,-13.797,0.031,0.941,0.097,0.679,156.848,0.106,8,1
jazz,0.7,0.139,-12.346,0.0607,0.902,0,0.49,84.485,0.185,8,1
jazz,0.848,0.666,-6.547,0.274,0.173,0.000699,0.744,96.662,0.129,0,1
jazz,0.436,0.141,-13.271,0.0308,0.902,2.81e-06,0.146,76.64,0.126,0,1
jazz,0.713,0.639,-5.529,0.0313,0.753,0,0.737,125.959,0.0878,2,0
jazz,0.32,0.21,-15.231,0.0345,0.92,8.01e-05,0.208,73.196,0.138,6,1
jazz,0.451,0.326,-9.239,0.0372,0.863,0,0.55,81.726,0.192,7,0
jazz,0.592,0.355,-14.051,0.0352,0.478,0,0.499,133.032,0.0585,9,1
jazz,0.684,0.437,-10.522,0.0491,0.742,1.63e-05,0.964,107.607,0.224,9,1
jazz,0.349,0.182,-13.507,0.031,0.92,0.0152,0.178,136.094,0.143,5,1
jazz,0.615,0.733,-4.808,0.0335,0.152,0,0.796,122.58,0.109,8,1
jazz,0.598,0.221,-10.484,0.0303,0.907,4.19e-05,0.274,106.771,0.0723,9,1
jazz,0.482,0.569,-5.897,0.0328,0.617,0,0.609,70.956,0.155,0,1
jazz,0.366,0.391,-12.322,0.0425,0.854,0,0.461,119.182,0.352,3,1
jazz,0.598,0.571,-12.616,0.139,0.704,0,0.962,173.141,0.513,8,0
jazz,0.759,0.756,-8.145,0.266,0.0903,2.36e-06,0.613,87.059,0.265,4,0
jazz,0.355,0.0304,-20.479,0.0361,0.989,0.0555,0.188,90.495,0.116,1,1
jazz,0.866,0.534,-9.201,0.229,0.184,0.266,0.841,98.243,0.0929,11,1
jazz,0.52,0.0405,-16.396,0.0663,0.875,0.000301,0.28,70.136,0.0845,0,1
jazz,0.59,0.672,-11.792,0.412,0.125,1.04e-06,0.688,206.247,0.147,1,1
jazz,0.591,0.376,-10.832,0.0543,0.478,0.0282,0.308,140.026,0.101,11,0
jazz,0.428,0.398,-9.13,0.0295,0.755,0.000537,0.365,88.886,0.172,6,0
jazz,0.429,0.18,-10.694,0.0551,0.864,4.4e-06,0.485,170.645,0.104,10,1
jazz,0.262,0.356,-8.031,0.0303,0.613,0,0.426,174.177,0.175,0,0
jazz,0.608,0.37,-9.207,0.0306,0.844,1.87e-05,0.349,127.631,0.112,7,1
jazz,0.793,0.386,-13.413,0.0819,0.597,0.31,0.584,95.819,0.0775,10,0
jazz,0.403,0.284,-14.014,0.0338,0.798,0,0.686,176.537,0.142,10,1
jazz,0.476,0.381,-10.238,0.0342,0.727,0,0.33,121.948,0.0614,5,0
jazz,0.211,0.386,-10.189,0.0344,0.775,0,0.473,172.272,0.303,0,0
jazz,0.471,0.146,-13.6,0.0309,0.782,0,0.595,78.554,0.0888,10,1
jazz,0.586,0.253,-11.93,0.0538,0.604,0,0.718,108.168,0.3,6,0
jazz,0.767,0.938,-4.433,0.0505,0.592,0.0193,0.868,123.99,0.118,5,0
jazz,0.612,0.144,-12.204,0.0352,0.88,0,0.343,128.629,0.203,6,0
jazz,0.603,0.271,-10.083,0.0284,0.679,0,0.405,110.89,0.141,5,1
jazz,0.686,0.688,-4.981,0.0254,0.39,1.03e-06,0.493,123.125,0.0924,6,0
jazz,0.556,0.61,-4.729,0.213,0.833,2.22e-06,0.665,199.373,0.258,9,1
jazz,0.678,0.675,-7.544,0.0308,0.0263,0.625,0.663,124.003,0.128,0,0
jazz,0.553,0.291,-10.426,0.03,0.877,0,0.412,96.216,0.129,4,0
jazz,0.461,0.15,-13.531,0.051,0.984,0.000902,0.188,97.902,0.105,8,1
jazz,0.274,0.263,-17.244,0.049,0.95,0.956,0.52,214.655,0.147,0,0
jazz,0.532,0.0657,-19.136,0.0406,0.94,0.00488,0.292,128.607,0.0946,0,0
jazz,0.881,0.361,-14.727,0.237,0.0503,0.0046,0.797,96.43,0.254,11,0
jazz,0.503,0.182,-16.651,0.0323,0.776,0,0.652,63.684,0.178,0,0
jazz,0.696,0.547,-5.954,0.169,0.792,0,0.623,73.203,0.155,5,0
jazz,0.455,0.183,-18.085,0.0626,0.6,0,0.399,95.642,0.121,2,1
jazz,0.666,0.55,-8.672,0.0612,0.573,1.84e-06,0.961,95.552,0.122,10,1
jazz,0.29,0.259,-13.967,0.0306,0.9,0,0.606,97.173,0.308,8,1
jazz,0.469,0.584,-6.104,0.0832,0.785,0,0.649,151.394,0.811,1,1
jazz,0.594,0.389,-7.109,0.0517,0.785,0,0.396,122.331,0.0313,10,1
jazz,0.64,0.27,-11.429,0.0702,0.982,0.122,0.55,124.323,0.141,8,1
jazz,0.647,0.465,-8.308,0.0428,0.865,0,0.699,151.251,0.0882,7,1
jazz,0.676,0.692,-13.093,0.052,0.668,0.00915,0.799,102.516,0.13,9,1
jazz,0.464,0.305,-12.435,0.0316,0.936,0.0848,0.281,107.854,0.208,3,0
jazz,0.52,0.571,-10.326,0.036,0.168,5.14e-06,0.701,161.051,0.17,11,0
jazz,0.839,0.482,-13.931,0.121,0.337,0.89,0.585,116.998,0.0859,9,0
jazz,0.585,0.652,-8.357,0.0358,0.78,0.907,0.877,198.448,0.0653,6,1
jazz,0.325,0.0418,-24.757,0.0363,0.977,0.0141,0.242,65.888,0.117,1,1
jazz,0.454,0.26,-13.193,0.0401,0.539,0.00078,0.598,174.322,0.0675,8,0
jazz,0.553,0.337,-10.334,0.0303,0.818,0,0.664,102.213,0.113,10,1
jazz,0.367,0.122,-21.34,0.0319,0.984,4.37e-05,0.104,75.265,0.172,9,0
jazz,0.7,0.33,-9.027,0.0303,0.719,8.6e-05,0.524,98.605,0.136,5,1
jazz,0.579,0.502,-7.57,0.0513,0.733,0,0.836,76.783,0.281,8,1
jazz,0.812,0.6,-9.414,0.253,0.00304,7.79e-06,0.557,97.338,0.173,7,1
jazz,0.486,0.313,-14.323,0.0252,0.894,0.948,0.199,102.605,0.167,7,1
jazz,0.403,0.0728,-20.622,0.0603,0.966,7.04e-05,0.152,178.645,0.106,7,0
jazz,0.647,0.465,-8.308,0.0428,0.865,0,0.699,151.251,0.0882,7,1
jazz,0.654,0.147,-17.844,0.039,0.867,0.000923,0.472,130.359,0.0986,10,0
jazz,0.754,0.785,-8.178,0.18,0.0287,0.00144,0.821,94.123,0.319,10,0
jazz,0,0.405,-9.935,0,0.842,0.00114,0,0,0.198,0,1
jazz,0.439,0.196,-16.093,0.0601,0.88,0,0.525,129.581,0.0513,0,1
jazz,0.587,0.133,-15.151,0.0565,0.186,2.26e-05,0.068,102.938,0.258,9,0
jazz,0.722,0.0811,-14.113,0.0631,0.779,0,0.36,88.044,0.509,0,1
jazz,0.33,0.129,-22.477,0.0425,0.989,0.912,0.461,152.381,0.107,0,0
jazz,0.565,0.749,-6.629,0.0769,0.655,0.432,0.881,180.598,0.106,10,0
jazz,0.653,0.351,-12.776,0.648,0.467,0,0.307,116.6,0.107,5,1
jazz,0.453,0.453,-9.354,0.0395,0.871,0,0.586,116.098,0.218,3,1
jazz,0.34,0.144,-16.383,0.0285,0.993,0.776,0.0655,85.399,0.418,0,1
jazz,0.283,0.095,-17.828,0.0398,0.904,3.36e-05,0.187,66.862,0.128,1,1
jazz,0.549,0.529,-12.291,0.108,0.76,0,0.464,82.755,0.206,3,0
hip-hop,0.898,0.472,-7.001,0.0776,0.0107,0,0.214,101.061,0.141,1,1
hip-hop,0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.62,78.558,0.109,6,1
hip-hop,0.482,0.757,-4.586,0.0355,0.0137,0.0016,0.12,142.579,0.143,6,1
hip-hop,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.549,159.94,0.417,9,1
hip-hop,0.915,0.453,-4.589,0.27,0.0872,0.000163,0.287,139.943,0.104,10,0
hip-hop,0.814,0.676,-4.67,0.231,0.00709,1.28e-05,0.312,162.012,0.119,11,0
hip-hop,0.765,0.356,-5.556,0.195,0.223,0,0.189,96.991,0.0963,11,0
hip-hop,0.596,0.575,-8.325,0.0514,0.0861,0.000153,0.34,98.265,0.334,11,0
hip-hop,0.93,0.682,-8.799,0.331,0.028,0,0.962,126.003,0.129,9,1
hip-hop,0.721,0.339,-11.195,0.0532,0.409,0.00153,0.2,129.83,0.0973,0,1
hip-hop,0.464,0.745,-3.202,0.161,0.0235,0,0.262,180.098,0.363,4,0
hip-hop,0.69,0.521,-8.492,0.339,0.324,0,0.494,100.028,0.0534,10,0
hip-hop,0.79,0.647,-5.983,0.136,0.0515,0,0.654,87.999,0.248,10,0
hip-hop,0.575,0.386,-9.584,0.037,0.785,0.000289,0.466,116.408,0.229,9,0
hip-hop,0.76,0.663,-4.763,0.0551,0.109,0,0.209,143.082,0.305,9,0
hip-hop,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.413,79.635,0.795,9,1
hip-hop,0.64,0.552,-5.679,0.129,0.0215,0,0.112,144.941,0.119,2,1
hip-hop,0.695,0.633,-4.946,0.0599,0.0612,0.000195,0.557,96.782,0.0926,8,1
hip-hop,0.47,0.652,-9.629,0.0561,0.0831,4.08e-05,0.104,141.981,0.175,2,1
hip-hop,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.333,100.007,0.114,9,1
hip-hop,0.621,0.73,-5.414,0.107,0.0967,0.000131,0.464,139.566,0.673,5,0
hip-hop,0.797,0.533,-9.74,0.0412,0.0172,0.000152,0.329,131.036,0.103,0,0
hip-hop,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.421,150.011,0.0958,1,0
hip-hop,0.773,0.75,-4.009,0.117,0.109,0,0.783,123.426,0.174,8,0
hip-hop,0.645,0.534,-10.8,0.0479,0.157,0,0.463,105.02,0.0863,6,0
hip-hop,0.847,0.622,-6.747,0.0903,0.119,0,0.22,130.001,0.285,1,0
hip-hop,0.894,0.791,-4.699,0.112,0.0183,0,0.583,105.018,0.0388,2,1
hip-hop,0.716,0.531,-7.355,0.122,0.0703,0,0.344,71.994,0.224,7,1
hip-hop,0.645,0.634,-3.769,0.0341,0.158,3.78e-06,0.352,160.017,0.0908,10,0
hip-hop,0.35,0.621,-6.495,0.233,0.256,3.44e-05,0.459,83.375,0.613,8,0
hip-hop,0.794,0.766,-3.894,0.0377,0.0135,0,0.55,127.006,0.0785,9,0
hip-hop,0.639,0.628,-7.578,0.0398,0.0381,0,0.43,90.482,0.386,6,0
hip-hop,0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.273,120.013,0.146,4,0
hip-hop,0.665,0.535,-7.056,0.0572,0.0786,1.68e-05,0.37,138.842,0.154,4,0
hip-hop,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.37,93.51,0.16,3,1
hip-hop,0.724,0.573,-4.113,0.0549,0.118,0,0.438,113.088,0.538,7,1
hip-hop,0.463,0.642,-4.474,0.34,0.314,0,0.339,83.389,0.0686,1,1
hip-hop,0.804,0.573,-8.654,0.33,0.238,0.00817,0.701,121.961,0.372,9,1
hip-hop,0.657,0.734,-4.832,0.484,0.149,0,0.434,91.03,0.139,8,0
hip-hop,0.525,0.433,-10.598,0.185,0.107,0,0.276,160.108,0.135,6,1
hip-hop,0.803,0.512,-6.871,0.066,0.128,0,0.435,96.02,0.0928,9,0
hip-hop,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.37,103.967,0.329,1,1
hip-hop,0.67,0.634,-6.471,0.0326,0.0124,0,0.497,124.926,0.0946,11,1
hip-hop,0.625,0.733,-8.757,0.0488,0.00598,0.000983,0.244,172.09,0.375,2,1
hip-hop,0.669,0.419,-6.724,0.522,0.376,0,0.0397,109.813,0.187,1,0
hip-hop,0.8,0.585,-7.343,0.0924,0.264,0,0.779,126.058,0.153,10,1
hip-hop,0.721,0.707,-6.364,0.0595,0.181,3.68e-06,0.743,125.005,0.143,6,1
hip-hop,0.51,0.739,-7.41,0.0415,0.00872,0,0.148,62.007,0.111,2,1
hip-hop,0.831,0.427,-6.903,0.106,0.0531,0,0.216,93.004,0.307,2,1
hip-hop,0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.59,92.909,0.0685,8,0
hip-hop,0.731,0.586,-7.564,0.172,0.116,0,0.147,125.845,0.0987,1,0
hip-hop,0.732,0.75,-6.366,0.231,0.00264,0,0.401,155.096,0.109,11,0
hip-hop,0.784,0.486,-6.497,0.0475,0.0538,0.497,0.0894,110.964,0.101,5,0
hip-hop,0.542,0.466,-8.668,0.0824,0.141,0.000444,0.127,191.386,0.125,0,1
hip-hop,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.965,79.526,0.174,4,0
hip-hop,0.908,0.669,-2.827,0.0738,0.00286,0,0.662,112.238,0.237,7,1
hip-hop,0.847,0.733,-6.439,0.16,0.00574,1.04e-05,0.202,130.029,0.151,10,0
hip-hop,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.772,138.559,0.613,6,1
hip-hop,0.538,0.471,-9.84,0.0955,0.0946,0.0185,0.307,93.07,0.116,4,0
hip-hop,0.543,0.449,-8.065,0.0463,0.345,0,0.29,132.609,0.157,1,1
hip-hop,0.711,0.611,-5.453,0.33,0.00588,0,0.144,134.093,0.23,1,1
hip-hop,0.8,0.555,-7.487,0.244,0.116,0,0.502,121.932,0.562,5,1
hip-hop,0.796,0.766,-5.974,0.238,0.0742,0,0.558,110.034,0.0827,7,1
hip-hop,0.495,0.722,-8.108,0.357,0.0697,0,0.539,175.627,0.113,6,0
hip-hop,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.497,123.061,0.167,8,1
hip-hop,0.715,0.633,-6.869,0.0804,0.553,4.45e-06,0.319,105.945,0.0905,2,1
hip-hop,0.659,0.745,-3.599,0.0347,0.0417,0,0.54,74.967,0.296,10,1
hip-hop,0.887,0.727,-4.318,0.135,0.381,1.16e-06,0.932,130.035,0.213,4,0
hip-hop,0.943,0.558,-4.911,0.0568,0.0026,2.19e-06,0.606,104.983,0.0937,2,1
hip-hop,0.863,0.754,-5.851,0.0611,0.00125,0,0.301,131.001,0.0913,11,1
hip-hop,0.721,0.802,-5.797,0.0583,0.0921,0,0.724,124.022,0.694,1,1
hip-hop,0.667,0.608,-7.054,0.216,0.324,0.000198,0.475,99.992,0.426,1,1
hip-hop,0.367,0.665,-2.821,0.0465,0.145,0,0.31,148.913,0.113,1,1
hip-hop,0.892,0.633,-7.471,0.0902,0.0467,0.000189,0.459,137.994,0.139,8,1
hip-hop,0.831,0.643,-5.002,0.11,0.046,0,0.142,139.948,0.084,1,1
hip-hop,0.549,0.679,-5.501,0.0346,0.0103,0,0.235,100.214,0.365,7,1
hip-hop,0.949,0.661,-4.244,0.0572,0.0302,0,0.76,104.504,0.0454,5,0
hip-hop,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.733,97.985,0.104,6,1
hip-hop,0.629,0.696,-5.572,0.348,0.0195,0,0.623,93.034,0.0554,1,0
hip-hop,0.843,0.806,-5.946,0.269,0.143,0,0.613,94.948,0.0771,4,0
hip-hop,0.844,0.533,-9.612,0.552,0.0735,3.46e-06,0.23,140.078,0.0953,1,1
hip-hop,0.809,0.463,-11.377,0.0396,0.256,0.085,0.364,111.98,0.109,11,1
hip-hop,0.883,0.657,-5.748,0.305,0.0603,0,0.284,124.992,0.128,8,1
hip-hop,0.671,0.939,-3.206,0.161,0.191,0,0.53,129.024,0.298,8,1
hip-hop,0.374,0.568,-3.825,0.109,0.219,0.00219,0.111,84.733,0.513,1,0
hip-hop,0.417,0.743,-5.094,0.0481,0.0154,0,0.128,161.877,0.191,11,0
hip-hop,0.819,0.626,-4.574,0.202,0.00748,0.101,0.415,143.01,0.167,10,0
hip-hop,0.703,0.757,-3.612,0.05,0.617,0,0.696,82.008,0.106,1,1
hip-hop,0.592,0.457,-6.081,0.0603,0.661,0.000331,0.225,146.04,0.146,9,0
hip-hop,0.694,0.574,-6.144,0.0483,0.193,0,0.286,146.007,0.082,1,0
hip-hop,0.894,0.66,-5.349,0.33,0.0243,0,0.181,148.072,0.139,11,0
hip-hop,0.457,0.551,-9.36,0.167,0.427,1.15e-06,0.428,89.87,0.113,5,0
hip-hop,0.943,0.595,-8.372,0.191,0.0673,0,0.815,117.532,0.0839,5,0
